승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,총층수,연면적,cluster_label,최종위험점수_new,PC1,PC2
1997,0.3379,29,100.0,0.341749294,0.4077,1.0,4,3.931825633,고위험군,41.38415878,1.3262919774334967,-1.1591640706166644
2020,0.1266,0,0.0,1.428853976,0.1065,0.12,4,3.496507561,저위험군,13.69649671,-1.4953252959542525,1.3201413447675905
1997,0.1607,2,0.0,0.0,0.1394,0.85,5,4.219507705,중위험군,29.80057494,-0.724842308369396,1.0671640740148987
2018,0.2423,73,83.6,0.451985124,0.1094,1.0,7,4.33073334,중위험군,24.13671466,0.5170375329660647,-3.3224451217431668
1990,0.3595,11,45.5,0.814360751,0.42,1.0,3,3.784189634,고위험군,41.07758266,1.0011122875009573,0.31141606709296166
1994,0.2626,11,81.8,0.326215736,0.413,0.35,3,3.761200116,저위험군,36.67753868,0.6399748469207432,0.6288207475246476
1996,0.3196,17,100.0,0.645744942,0.1408,1.0,4,3.713572067,중위험군,27.39016884,0.5416203574928119,-1.1925484650449343
2000,0.3196,10,70.0,0.149531734,0.1351,1.0,3,3.737669618,중위험군,36.40626275,0.12149757387476776,-0.4568157520511686
2015,0.1867,0,0.0,0.017241806,0.1136,0.85,4,5.308267697,중위험군,28.41167983,-1.457674333033423,0.7143032630985804
2022,0.3318,49,61.2,1.217800806,0.1036,1.0,7,4.532599493,중위험군,25.25620534,-0.18555002041394103,-2.4912406110550376
1994,0.1531,0,0.0,0.0,0.413,0.85,3,4.343805422,고위험군,38.43651312,0.12747686940591824,1.6515623382968136
2007,0.2337,0,0.0,0.436461208,0.1251,0.45,5,4.744932128,저위험군,25.06292251,-1.4246182001207544,1.2644185794806062
1991,0.2308,25,12.0,0.008032172,0.4183,0.45,3,4.094344562,고위험군,34.91884579,0.5203530401568575,1.190768536559158
2017,0.3997,18,11.1,0.856472237,0.1108,0.55,7,3.784189634,중위험군,22.56936157,-1.1546025600638334,0.04236312455980478
2021,0.1198,0,0.0,1.891014427,0.105,0.12,5,5.081404365,저위험군,9.218862256,-1.9235345663686747,1.0574063309048654
1964,0.2337,25,56.0,0.530960532,0.4658,0.7,3,4.812184355,고위험군,33.13097855,1.6400431464139276,0.6276305155844953
1992,0.2984,27,74.1,0.711496319,0.4165,1.0,4,3.33220451,고위험군,35.17793373,1.4687126842327713,-0.6415392380857096
1975,0.2423,4,0.0,0.0,0.1708,0.12,10,4.290459441,저위험군,23.11088373,-1.012883282921823,2.1608025887118205
2001,0.2539,27,85.2,0.102932463,0.1337,0.7,4,3.688879454,중위험군,20.1601087,0.2548389210943582,-0.8967265399398209
2003,0.1506,24,87.5,1.551330282,0.1308,1.0,5,4.663439094,중위험군,32.90558584,0.25837760604529564,-1.6402948656128746
1991,0.2029,40,95.0,0.999801365,0.4183,1.0,4,3.526360525,고위험군,36.09486543,1.8969005498132196,-1.4136986994667302
1935,0.0877,24,70.8,1.212706484,0.2281,1.0,5,4.043051268,중위험군,32.33988345,2.191479107737907,0.11959033452558447
1997,0.2656,29,72.4,0.84729786,0.1394,0.7,4,3.951243719,중위험군,22.16960777,0.343625277319189,-0.885923098428422
1990,0.3074,37,83.8,0.806806499,0.6908,1.0,4,4.406719247,고위험군,45.14853056,2.2128380308143623,-0.7666726652240996
2002,0.2452,27,66.7,1.542746538,0.1322,0.18,3,4.110873864,저위험군,21.55693759,-0.11003551075267973,-0.33625587301765797
1993,0.2656,30,46.7,0.78845736,0.6845,1.0,4,3.912023005,고위험군,54.444493,1.8868419277799193,-0.0029404634200585994
1992,0.3379,22,100.0,0.554310736,0.4165,1.0,3,3.401197382,고위험군,42.19562817,1.5651492348051403,-0.8057369969090052
1991,0.1947,0,0.0,1.558729242,0.148,0.08,5,4.007333185,저위험군,23.73914184,-0.9173292351272954,1.8432417645579495
1969,0.1457,0,0.0,0.0,0.457,0.85,5,4.33073334,고위험군,41.50493717,0.7008424828023188,2.1125500583077486
2015,0.1947,0,0.0,1.610548407,0.376,0.08,2,3.713572067,저위험군,29.125951,-0.6214525274501421,1.8487129135606806
2001,0.3074,0,0.0,0.008032172,0.1337,0.25,7,4.043051268,저위험군,22.48231872,-1.4579002390612663,1.6964247823245753
1961,0.184,0,0.0,1.838784408,0.8916,0.85,2,3.295836866,고위험군,60.04891782,2.668975282260175,2.6357479175265914
1994,0.2568,22,81.8,0.301105093,0.413,0.85,4,3.713572067,고위험군,31.73977033,1.1345842095908938,-0.3672986035720037
2023,0.1457,16,100.0,0.693147181,0.1022,1.0,4,3.713572067,중위험군,22.46770931,-0.16993996365259909,-1.670289748040541
2002,0.1814,0,0.0,0.107098136,0.1322,0.85,2,4.795790546,중위험군,29.86360818,-0.8042750571622276,1.0536284318136209
1961,0.184,0,0.0,0.017241806,0.331,0.85,3,3.610917913,고위험군,38.32964899,0.8936227368245028,2.163926604868749
1966,0.3165,37,91.9,0.655406853,0.4623,1.0,1,3.828641396,고위험군,39.55814524,2.6230571557342954,-0.6309545129590105
1966,0.251,30,66.7,1.530604151,0.4623,1.0,1,3.63758616,고위험군,39.75158107,2.499373203158325,-0.1984574873259161
1997,0.2481,16,100.0,1.840293584,0.1394,0.85,4,3.465735903,중위험군,33.16948464,0.6100048679115623,-1.2349357081344736
1989,0.2539,59,20.3,0.142563065,0.4218,0.55,5,4.700480366,고위험군,32.32799509,1.0587478728173652,-0.27946290142591007
1931,0.2365,5,20.0,0.019257817,0.9593,0.12,2,3.931825633,고위험군,51.36199141,2.9028970534803937,4.073934586843485
1992,0.2834,28,57.1,0.536304709,0.4165,1.0,3,3.784189634,고위험군,46.08807564,1.3352153357230434,-0.38059198358715096
1998,0.3873,0,0.0,0.0,0.138,0.85,4,3.871201011,중위험군,31.99782373,-0.7081414754723778,1.106357990094308
1997,0.1153,14,71.4,0.255427057,0.1394,0.85,8,4.110873864,중위험군,26.97355847,-0.20731622863556395,-0.5120714760058453
2001,0.2423,22,63.6,1.224723748,0.1337,0.18,4,3.871201011,저위험군,14.57922279,-0.25233657404558735,-0.04435333142418069
2008,0.2715,30,100.0,1.023811076,0.1237,0.85,3,3.912023005,중위험군,30.59325457,0.4379087618844508,-1.7407920232825216
1996,0.2685,78,67.9,0.711956513,0.4095,1.0,3,4.276666119,고위험군,41.35634153,2.1508308320673004,-2.351781496664058
1971,0.1894,0,0.0,0.025752496,0.869,0.85,2,3.713572067,고위험군,54.46960679,2.057733575950806,2.808108046389999
2022,0.1433,0,0.0,0.780520811,0.1036,0.12,5,4.127134385,저위험군,18.32284645,-1.8593637682653088,1.3511741417238308
1994,0.1632,0,0.0,0.0,0.413,0.85,3,3.688879454,고위험군,38.30371759,0.28033121701680647,1.6933250610245112
1929,0.1482,0,0.0,2.956720234,0.9639,0.12,1,4.787491743,고위험군,57.20054365,2.982652898230559,3.8974579984463134
2001,0.1384,2,0.0,0.619039208,0.1337,0.08,5,4.454347296,저위험군,19.89931813,-1.3550088267993878,1.775315977148639
1987,0.2984,8,50.0,0.689106771,0.4254,0.85,3,3.583518938,고위험군,32.43703662,1.0080620685806219,0.6494226864835537
1990,0.2715,14,42.9,0.587786665,0.5554,1.0,4,4.317488114,고위험군,49.93309602,1.183143602272971,0.46212477036175353
1994,0.378,9,77.8,3.073405312,0.413,0.08,3,4.060443011,저위험군,28.71945004,0.591784653314462,0.40086458444274303
1991,0.1814,1,100.0,0.0,0.4183,0.85,3,3.761200116,고위험군,42.9253076,0.9913788454384229,0.24056647966477934
1997,0.1735,2,0.0,5.111987788,0.1394,0.12,4,4.394449155,저위험군,32.13577859,-0.6191599692055669,0.7986098352720172
1983,0.1787,0,0.0,0.017241806,0.4324,0.85,2,3.713572067,고위험군,39.89904003,0.6660664031175968,1.94201629158558
1932,0.3441,31,58.1,0.551235162,0.9571,0.18,1,3.80666249,고위험군,44.46249585,3.782781422185517,2.442867647880327
1983,0.1433,0,0.0,2.941230175,0.4324,0.12,3,5.023880521,저위험군,36.8543345,0.11158189487412491,2.0521840047542184
1983,0.1384,0,0.0,2.729272678,0.4324,0.85,5,5.159055299,고위험군,46.57411602,0.4149619109217868,1.139995091818737
2007,0.1735,2,100.0,0.0,0.1251,0.85,5,4.094344562,중위험군,32.74152909,-0.3511064739231336,-0.6023115792738788
1991,0.2685,44,15.9,0.190353728,0.148,0.45,5,3.988984047,저위험군,21.83536123,0.10518615076248228,-0.007297758536404275
1996,0.3441,22,100.0,0.693147181,0.4095,1.0,3,3.80666249,고위험군,36.24904379,1.3667914469007678,-0.9497971423308876
1997,0.3749,2,0.0,0.0,0.1394,0.85,5,4.110873864,중위험군,32.10886251,-0.7720686390445769,1.0169910949291645
1961,0.3904,3,33.3,2.383810533,0.4712,0.08,3,4.262679877,저위험군,35.52341399,1.0190029069747961,2.081383020100037
2015,0.2002,46,71.7,0.586890206,0.376,0.45,1,3.988984047,고위험군,29.67571921,0.8600755796219702,-0.9402531534987227
1998,0.3749,23,87.0,1.431550953,0.406,1.0,4,4.158883083,고위험군,37.75792958,1.1595532025591366,-1.065404202508954
1989,0.3564,29,96.6,0.167054085,0.4218,0.45,3,4.025351691,고위험군,34.36070964,1.1782354133266328,-0.21151189574044443
2000,0.3318,0,0.0,0.047252885,0.1351,0.25,5,4.077537444,저위험군,22.95622497,-1.287682871631139,1.7592096935747616
1995,0.251,4,100.0,2.056258206,0.4113,0.25,6,5.147494477,저위험군,40.35077425,0.1621022273222864,0.11505582075480816
1986,0.2139,44,90.9,0.925921625,0.4272,1.0,3,3.970291914,고위험군,42.73245199,2.0511703493453672,-1.3680845092714549
1992,0.2084,30,63.3,1.685764738,0.4165,0.85,5,4.219507705,고위험군,40.40560456,1.2065505089746622,-0.6891860988824915
1967,0.2924,8,25.0,0.355868167,0.4606,0.18,3,4.219507705,저위험군,35.93322264,0.7699938701344567,2.2866328325719634
1995,0.3379,28,100.0,0.301475395,0.1422,1.0,4,3.970291914,중위험군,27.16484137,0.6727133902482576,-1.4805671877847275
2003,0.2029,3,66.7,0.008032172,0.1308,0.7,7,4.369447852,중위험군,30.2476157,-0.7636272475035984,0.030137197046441754
2022,0.2112,16,93.8,0.321381991,0.1036,0.08,7,3.433987204,저위험군,9.193036663,-1.0567945897305324,-0.4377446730573573
1983,0.1506,2,100.0,1.616370349,0.4324,0.85,4,3.63758616,고위험군,47.47970872,1.390144311973806,-0.012082009611798441
1986,0.3074,9,55.6,0.335489918,0.4272,1.0,4,4.007333185,고위험군,34.31496082,0.9746973578845344,0.3910999480062728
1984,0.2597,26,57.7,0.587786665,0.567,1.0,5,4.290459441,고위험군,51.39342502,1.6147281005580578,-0.0532219986242472
1964,0.2167,42,90.5,0.774615405,0.4658,0.7,3,3.891820298,고위험군,34.87490551,2.4352389002031383,-0.4334159981485504
1958,0.3811,0,0.0,0.0,0.8984,0.45,1,4.317488114,고위험군,52.96110765,2.0333336833214686,3.5202941237780565
1992,0.0743,31,83.9,2.065228104,0.4165,0.85,4,3.912023005,고위험군,40.57221977,1.5951008440693712,-1.025752573562636
1995,0.1337,0,0.0,0.194156014,0.4113,0.08,5,4.615120517,저위험군,27.90597352,-0.6320840323335722,2.4540244601594132
1970,0.3811,0,0.0,0.0,0.4553,0.85,3,3.970291914,고위험군,43.81273322,0.8320445929429537,2.1136270939058197
2013,0.1506,3,33.3,0.008658063,0.1165,0.85,5,5.347107531,중위험군,29.63473841,-1.2098654907948316,0.14389726106428435
1960,0.0898,5,100.0,0.208958916,0.4729,0.08,2,4.094344562,저위험군,35.72691081,1.4754412032587223,1.6766110962129783
1989,0.341,12,33.3,0.693147181,0.6928,0.85,7,4.890349128,고위험군,47.01206448,0.9703779111915253,0.904463265115981
1961,0.0858,8,12.5,0.693147181,0.4712,0.7,3,5.313205979,고위험군,42.42446275,1.0782268436377846,1.862986704294133
2019,0.2568,52,44.2,1.504077397,0.369,0.7,2,3.850147602,고위험군,34.47588615,0.9039788901072433,-1.3702148696508751
1967,0.2252,19,78.9,0.307624082,0.1823,0.85,4,5.347107531,중위험군,26.58108508,0.7588670902739045,-0.18539300872080755
2000,0.2539,1,0.0,0.047252885,0.1351,0.85,3,3.891820298,중위험군,30.43522956,-0.6220147680997498,1.0864284991364312
1995,0.2252,44,88.6,1.222351268,0.4113,0.7,4,3.80666249,고위험군,32.09606862,1.558061210368628,-1.2445717831385166
2022,0.3379,21,90.5,0.543615447,0.1036,1.0,5,3.80666249,중위험군,30.07975748,-0.2883410884931037,-1.7299950475698267
1991,0.1607,1,0.0,3.156627078,0.148,0.12,5,4.532599493,저위험군,28.00224232,-0.8003111669977316,1.366992431595617
1970,0.3196,40,90.0,0.417735201,0.4553,1.0,2,3.891820298,고위험군,44.52550809,2.4324210936116795,-0.766164677657718
2019,0.0858,10,80.0,0.994815495,0.1079,0.08,4,4.605170186,저위험군,21.5450842,-1.1019038693883074,-0.08472984822117684
1973,0.3533,5,20.0,0.0,0.45,1.0,3,3.33220451,고위험군,45.88263655,1.233748168151946,1.4584066785776169
2014,0.2112,3,0.0,0.069733338,0.115,0.12,3,3.044522438,저위험군,17.90552541,-1.2699202514402061,1.6928544800326812
2024,0.1556,0,0.0,2.62151302,0.1011,0.85,4,4.787491743,중위험군,33.14646827,-1.2750872763822725,-0.02281859374591082
1998,0.3873,7,0.0,0.0,0.674,0.85,6,3.663561646,고위험군,48.73679139,0.6725734093848759,1.630051286553879
1996,0.1531,14,57.1,0.426742507,0.6782,0.85,5,3.850147602,고위험군,43.94323832,1.3864351655999754,0.5820320196054033
1996,0.3687,17,88.2,0.15415068,0.1408,1.0,5,4.077537444,중위험군,32.41133331,0.23017310243409037,-0.9739107424233105
2019,0.1735,46,73.9,1.445019647,0.1079,0.7,4,4.394449155,중위험군,20.59551932,0.055068311014299376,-2.0606494461729072
2006,0.1658,26,73.1,2.391275168,0.1265,0.18,6,3.912023005,저위험군,16.46465515,-0.2604483525273019,-0.7293765327068837
1969,0.3687,12,41.7,1.752919636,0.457,1.0,4,5.036952602,고위험군,46.42467188,1.3314747464269576,0.4361341062766585
2015,0.2167,3,0.0,0.061930958,0.1136,0.12,4,4.59511985,저위험군,18.41703766,-1.7478822173870856,1.5374142958303998
1931,0.2195,0,0.0,0.030098031,0.9593,0.12,2,4.465908119,고위험군,50.51111132,2.561200202829171,4.500088751423866
1968,0.2481,16,43.8,0.592171263,0.4588,0.7,3,4.875197323,고위험군,32.31059695,1.2630198312891052,1.0007691720176122
1991,0.1787,2,0.0,1.791759469,0.4183,0.7,5,3.850147602,고위험군,41.19362209,0.3076640647227311,1.384787373956802
1994,0.2685,28,42.9,0.78845736,0.413,1.0,3,4.127134385,고위험군,45.84329277,1.1404351627434404,-0.2903194707837915
2000,0.4028,0,0.0,0.0,0.1351,0.85,6,4.094344562,중위험군,32.03456802,-0.9771902706963296,0.9859787093915221
1989,0.341,0,0.0,0.693147181,0.4218,0.04,3,4.317488114,저위험군,31.45039322,-0.2751758867092379,2.537527720989243
1997,0.1814,64,78.1,1.110899778,0.4077,1.0,4,3.80666249,고위험군,35.22993492,2.029062870941108,-2.1248017841097377
1989,0.2656,21,90.5,0.877718457,0.4218,0.45,3,4.110873864,고위험군,28.72798585,1.0792603604258724,-0.0011164161908344074
2007,0.2167,0,0.0,0.255933374,0.1251,0.12,4,4.204692619,저위험군,19.61140854,-1.4651999626803787,1.7809557224406465
1997,0.3904,1,0.0,0.0,0.1394,0.85,5,4.110873864,중위험군,32.2609615,-0.796470174629725,1.0460154235826506
1961,0.2056,0,0.0,0.0,0.4712,0.85,3,4.343805422,고위험군,43.15912087,1.0629172313812438,2.322204354998449
1959,0.2656,21,66.7,0.570053458,0.4747,0.7,2,4.382026635,고위험군,34.39493308,1.9489491317990912,0.7486482034722307
1982,0.1482,55,49.1,1.123965759,0.1608,0.7,6,4.290459441,중위험군,22.95291456,0.9511644472578948,-1.2178112927713338
1958,0.2984,21,81.0,0.683844788,0.4765,1.0,2,4.234106505,고위험군,39.87344976,2.3156767712261805,0.16718841121236316
2002,0.1947,0,0.0,0.017241806,0.1322,0.85,4,4.219507705,중위험군,29.59355285,-0.8359073232039176,1.049362996280743
1997,0.184,0,0.0,0.017241806,0.1394,0.85,5,3.970291914,중위험군,29.96934956,-0.7095574699357237,1.140239220465788
1990,0.2423,1,0.0,0.016529302,0.42,0.12,4,3.828641396,저위험군,29.56960495,-0.23337900687973853,2.570846629018314
1986,0.1814,30,83.3,1.470716798,0.1551,0.7,4,4.043051268,중위험군,30.5086042,0.818187561438601,-0.9838904189622413
1990,0.2954,10,60.0,0.896746136,0.42,1.0,5,4.204692619,고위험군,47.30802481,0.8498660154089982,0.04037183260739666
1993,0.1361,0,0.0,2.859962352,0.4148,0.12,4,4.828313737,저위험군,35.25850078,-0.21458100648337897,1.8484012251118371
2012,0.2924,63,57.1,0.991844313,0.1179,1.0,15,4.454347296,중위험군,25.55021992,-0.27436413605677173,-2.8671429151063372
1959,0.122,0,0.0,2.00148,0.4747,0.12,2,5.365976015,저위험군,31.483564,0.6996944161427556,2.7790831109679774
1936,0.3379,8,62.5,0.470003629,0.9481,1.0,3,3.931825633,고위험군,60.94241412,3.634925200889863,2.004248608458431
1996,0.2685,76,69.7,0.772215704,0.4095,1.0,3,5.105945474,고위험군,41.84667285,1.9329398477398303,-2.3820805826476934
1994,0.1658,20,80.0,1.317445488,0.1436,0.7,4,4.564348191,중위험군,22.92616563,0.2451267173093148,-0.7614671045133847
1999,0.3502,6,0.0,0.0,0.2704,0.55,7,4.110873864,저위험군,31.65904538,-0.7706924281038233,1.3570823155903784
1967,0.1658,5,60.0,0.008658063,0.4606,0.85,4,5.429345629,고위험군,44.88985847,1.04066743711416,1.0532461367301365
1969,0.1683,0,0.0,0.693147181,0.457,0.85,3,4.852030264,고위험군,43.60656834,0.8026441918166984,1.9721099046489454
1967,0.3873,14,28.6,1.15647047,0.4606,1.0,3,4.770684624,고위험군,44.84525576,1.4111165514806552,0.7847567747527683
2015,0.1658,2,100.0,0.693147181,0.1136,0.85,4,5.33753808,중위험군,33.86303134,-0.7129349168958703,-0.9759787992232114
1998,0.122,18,94.4,0.624827937,0.54,0.85,3,5.198497031,고위험군,47.68913019,1.1658622599056176,-0.41118457083340393
2007,0.4856,5,20.0,0.063948725,0.1251,0.08,32,4.454347296,저위험군,22.73664626,-3.6057044436123196,0.4774784543012198
1929,0.1761,0,0.0,3.940193882,0.5275,0.12,2,4.521788577,고위험군,46.21601223,1.9718382912762782,2.9981871199605803
1958,0.2337,53,83.0,1.349329167,0.8984,1.0,1,4.110873864,고위험군,60.49631632,4.208781911267608,-0.38979251516544083
2023,0.2056,0,0.0,0.361938843,0.1022,0.12,7,4.744932128,저위험군,18.12509687,-2.258445304458031,1.3080746897536966
1990,0.1658,3,33.3,0.008658063,0.42,0.85,5,5.318119994,고위험군,40.86116656,0.11941477284001292,1.012656853354577
2002,0.0706,31,80.6,0.881784036,0.1322,1.0,3,5.342334252,중위험군,30.61002725,0.3194057128166126,-1.5609134730649517
1964,0.1787,0,0.0,1.708692871,0.4658,0.85,3,4.543294782,고위험군,46.68851568,1.133846416748737,1.8603660714706687
1997,0.1175,26,88.5,0.454554718,0.1394,0.85,6,4.955827058,중위험군,28.67591379,0.10426328817672972,-1.205338327612674
1976,0.3074,8,75.0,1.239690887,0.1694,0.45,4,4.983606622,저위험군,34.60945779,0.15651526621800502,0.3320510911118165
1991,0.4735,0,0.0,0.0,0.148,0.04,4,4.955827058,저위험군,22.81301518,-1.3689170055634088,2.1416855786732034
1969,0.1683,28,92.9,4.486906265,0.457,1.0,3,5.236441963,고위험군,53.23646908,2.3711748417904244,-1.4070079795617638
1965,0.1153,24,87.5,0.271034839,0.1851,0.85,7,5.411646052,중위험군,31.99701773,0.7508967199651413,-0.4947085944650338
1997,0.1658,3,0.0,5.063498784,0.1394,0.12,4,4.779123493,저위험군,32.09503484,-0.6947985581261259,0.7525218827954874
2023,0.2056,0,0.0,0.361938843,0.1022,0.12,7,4.787491743,저위험군,18.14092312,-2.268602518972946,1.305184445123135
1965,0.2029,0,0.0,0.008658063,0.1851,0.85,3,5.135798437,중위험군,34.26088168,0.05655035105567686,1.7664109236828416
2006,0.1043,4,100.0,0.131336002,0.1265,0.08,8,5.293304825,저위험군,22.1395959,-1.304499637546241,0.1092187304359722
1990,0.1709,1,100.0,0.693147181,0.42,0.85,4,5.308267697,고위험군,45.1925667,0.6569522398029105,-0.030736774520659496
2004,0.1607,3,0.0,1.272965676,0.1293,0.12,3,4.553876892,저위험군,21.97458873,-1.1941785366118152,1.5296082261628396
2002,0.3718,1,0.0,0.268263987,0.1322,0.45,5,5.099866428,저위험군,26.89529489,-1.4165873602666625,1.3098950883869493
2022,0.1408,0,0.0,0.772520768,0.1036,0.12,4,4.700480366,저위험군,18.4814873,-1.9191118998474068,1.3450002362106344
1982,0.1482,55,49.1,1.123965759,0.1608,0.7,6,4.86753445,중위험군,23.16750601,0.8134405825657532,-1.2570007437612798
2012,0.2597,2,100.0,1.950265729,0.1179,0.25,7,5.111987788,저위험군,29.81729986,-1.1153669450493005,-0.5714547163675853
2014,0.1433,2,50.0,0.050858417,0.115,0.85,4,4.882801923,중위험군,30.00891907,-0.9568994374962984,-0.0350645422621927
1997,0.1313,0,0.0,0.251314428,0.1394,0.08,4,5.099866428,저위험군,19.58957264,-1.3978084975829559,1.9955851207977173
1996,0.2223,22,72.7,2.29350444,0.1408,0.45,3,5.164785974,중위험군,22.13566439,0.032632584179407,-0.7053764811897426
2021,0.129,7,42.9,0.016000341,0.105,1.0,11,3.17805383,중위험군,24.28721391,-1.1293064042177534,-0.5057600731185602
1959,0.1408,0,0.0,0.597402124,0.4747,0.12,2,4.912654886,저위험군,34.12694385,0.6401601714212117,3.1278421149702975
1996,0.2656,70,70.0,0.693147181,0.4095,1.0,4,3.871201011,고위험군,41.07725287,2.029615909029371,-2.1147920407813174
1932,0.2167,0,0.0,0.035474388,0.9571,0.12,2,4.941642423,고위험군,50.53107218,2.419245612034228,4.445893616783385
2000,0.228,0,0.0,1.052180453,0.1351,0.45,4,3.951243719,저위험군,26.99258162,-0.8890500922953226,1.3501845941190298
1969,0.2597,38,73.7,0.455475529,0.1794,1.0,7,3.63758616,중위험군,28.70399198,1.3201027008168835,-0.9813442497252978
1940,0.2423,1,0.0,0.021978907,0.5082,0.45,4,3.555348061,고위험군,40.3849747,1.508748616638402,3.222176763924722
1996,0.4367,41,34.1,0.67756245,0.1408,0.35,4,4.110873864,저위험군,17.59138735,-0.0017122236687506466,-0.290002790005772
1986,0.2167,0,0.0,0.332496088,0.1551,0.12,4,4.406719247,저위험군,22.29167437,-0.9156743005289573,2.1748365073327025
1996,0.3441,21,100.0,0.595983432,0.4095,1.0,3,4.158883083,고위험군,42.12728201,1.252460639760535,-0.9181741362174115
1981,0.184,0,0.0,1.861060935,0.4359,0.85,3,4.060443011,고위험군,44.80164547,0.7738537111199607,1.5040524799890138
2008,0.3165,12,91.7,0.10697212,0.1237,1.0,5,3.761200116,중위험군,36.27643981,-0.09189017203259192,-1.0560420068708016
1982,0.3196,3,0.0,0.018692133,0.1608,0.55,13,4.9698133,저위험군,29.47517637,-1.344191121115006,1.3645271242000212
1986,0.3226,36,91.7,1.871423174,0.4272,0.85,3,3.663561646,고위험군,37.88505541,1.9427048135761646,-1.1568404377971806
1995,0.3074,17,58.8,0.018349139,0.4113,1.0,3,3.988984047,고위험군,44.6726979,0.9326985873164273,-0.003847423455524473
1980,0.1361,28,78.6,0.447204714,0.4377,0.55,4,3.970291914,고위험군,28.40368529,1.4196675287000513,0.11938668259905931
1960,0.2167,28,85.7,0.888855087,0.4729,1.0,2,4.762173935,고위험군,45.72897854,2.3464455516020655,-0.23700300954604026
1979,0.3074,40,97.5,1.485849883,0.4395,0.85,3,4.007333185,고위험군,38.09581755,2.1365699806640817,-1.16034817662606
2010,0.5007,10,20.0,0.018349139,0.1208,0.85,3,4.304065093,중위험군,33.03265699,-0.7907765799716225,0.2031630280371203
1954,0.3165,98,54.1,0.991242823,0.9074,1.0,1,3.610917913,고위험군,60.56342405,5.057312716559846,-1.2778713971547682
2016,0.2112,7,0.0,0.0,0.1122,0.55,5,3.218875825,중위험군,23.68013821,-1.1514042756872807,0.9376190495703023
1994,0.1867,54,81.5,0.386416913,0.413,1.0,4,4.941642423,고위험군,40.2934605,1.5901395675289718,-1.6925245696300169
1971,0.2029,7,0.0,0.0,0.1766,0.45,4,4.804021045,저위험군,27.96016622,-0.2576348322521001,1.8960690034801593
1955,0.2308,8,0.0,0.018692133,0.9051,0.45,1,3.295836866,고위험군,51.54204645,2.5737244858569492,3.424605404850638
1973,0.1433,18,94.4,0.034045841,0.3119,1.0,3,4.234106505,중위험군,36.90938688,1.4620389960152869,-0.2876403013168082
2007,0.2834,41,90.2,0.312374685,0.1251,1.0,5,4.189654742,중위험군,31.14157159,0.4134318684445107,-2.043689992800569
1978,0.228,5,60.0,3.373780937,0.5785,0.45,4,5.247024072,고위험군,44.9280938,1.1970996381813395,0.7411138030810877
1999,0.4765,0,0.0,0.0,0.1365,1.0,23,4.454347296,중위험군,35.3237174,-2.2665396405382707,0.2642743527488136
2007,0.184,52,82.7,0.3471962,0.5226,1.0,4,4.736198448,고위험군,36.59435691,1.5635579529690637,-1.6914611109320428
1967,0.2924,25,64.0,1.222664937,0.4606,0.55,2,4.143134726,고위험군,33.0359577,1.7948099932746375,0.5319424275760203
1987,0.5156,34,97.1,2.652198123,0.4254,1.0,3,4.276666119,고위험군,50.27019102,1.8922522421531691,-1.6472828073157064
1993,0.3441,3,0.0,0.0,0.4148,0.04,3,4.290459441,저위험군,29.35134199,-0.4075121353011547,2.5155126742422813
1955,0.2365,43,76.7,0.518676498,0.9051,1.0,2,4.143134726,고위험군,52.52908728,3.887082223132952,0.25710106259756726
1935,0.2452,53,69.8,0.32514869,0.9503,1.0,1,3.17805383,고위험군,54.51468679,4.919887565849599,0.5946183846265636
1959,0.6316,2,0.0,0.0,0.8961,1.0,1,3.931825633,고위험군,63.15776777,2.4340190310379404,2.718752491553413
2023,0.2894,20,100.0,1.302859206,0.1022,0.85,7,3.433987204,중위험군,23.40817167,-0.3425995048027687,-1.8702801263965396
1958,0.3105,32,84.4,1.723749077,0.8984,0.85,1,3.526360525,고위험군,53.60717891,3.867267106033827,0.402893092313855
1987,0.5245,7,0.0,0.0,0.4254,1.0,4,4.219507705,고위험군,45.57682562,0.39460804849633685,1.259568003953341
1970,0.2804,1,0.0,0.478224462,0.4553,0.04,1,3.761200116,저위험군,32.44909542,0.5758893430519693,3.062579168547708
1991,0.3718,2,0.0,0.0,0.4183,0.04,3,3.988984047,저위험군,29.77558791,-0.3064192763617607,2.603191521955096
1965,0.4735,21,33.3,1.025852934,0.8826,0.18,1,3.258096538,고위험군,47.00006405,2.582554617716543,2.3239655930109864
1966,0.1384,3,0.0,0.693147181,0.8803,0.12,1,4.094344562,고위험군,34.19663316,1.8335122551508385,3.5731474329411195
1953,0.3105,28,85.7,1.934044486,0.9096,0.85,1,3.988984047,고위험군,54.97057222,3.863214924791154,0.5440292349130482
1993,0.2894,5,20.0,0.572519193,0.4148,0.08,3,3.526360525,저위험군,31.24713313,0.051348657738459244,2.0406917498861765
1993,0.2481,31,74.2,0.752661308,0.4148,1.0,5,3.828641396,고위험군,46.87007105,1.343321466707016,-0.8563406321528172
2001,0.3626,62,82.3,0.043172172,0.1337,1.0,5,4.465908119,중위험군,38.21329023,0.8094690789480717,-2.4809380479847123
1962,0.192,38,84.2,0.910332422,0.8893,0.85,3,4.828313737,고위험군,50.37411653,3.3419383433294723,0.19070027249553942
1989,0.2924,16,68.8,1.005745604,0.4218,0.85,3,3.63758616,고위험군,33.79805287,1.2466842067241322,-0.009344682495289794
