승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,총층수,연면적,cluster_label,최종위험점수_new,PC1,PC2
1988,0.1632,38,86.8,0.605235308,0.1523,1.0,5,4.543294782,중위험군,26.66483256,0.8580259647072085,-1.5683680241451021
1992,0.0799,2,0.0,0.310154928,0.4165,0.08,3,3.931825633,저위험군,21.73664058,-0.15835130508680517,2.5444314733126014
1992,0.2139,12,0.0,0.0,0.4165,0.45,3,4.158883083,고위험군,33.89918198,0.15696638431250118,1.7800681278481418
1993,0.2308,4,75.0,3.034590076,0.4148,0.45,3,3.931825633,고위험군,38.06926683,0.8439503055634177,0.23363531067216473
1931,0.2804,12,0.0,0.0,0.9593,0.85,2,4.158883083,고위험군,61.42623133,3.3521340510503714,3.2206466206147053
1993,0.2337,1,0.0,3.089755176,0.4148,0.08,4,3.850147602,저위험군,35.97828826,0.0029529853863656565,1.8514598080502351
1973,0.2744,3,33.3,0.063948725,0.45,0.85,4,4.59511985,고위험군,44.04581991,0.8295550202654972,1.4028837247314772
1998,0.1198,45,62.2,0.347835995,0.138,1.0,6,4.532599493,중위험군,23.55870555,0.46728319386734657,-1.5997198410123872
1975,0.2715,8,0.0,0.018692133,0.4465,0.45,3,4.33073334,고위험군,36.70529582,0.5131725931950717,2.234152760836466
1975,0.1001,30,93.3,0.878796527,0.4465,1.0,4,4.204692619,고위험군,42.69090814,2.0166429015354823,-0.7154219457974478
1992,0.3165,43,88.4,0.649766885,0.4165,0.7,3,4.465908119,고위험군,44.29865668,1.4469931090885362,-1.053645066999255
2001,0.1867,16,31.2,0.084956722,0.1337,0.85,5,4.077537444,중위험군,31.27572293,-0.33854953888977884,0.04538537004075796
1993,0.192,44,86.4,3.218875825,0.4148,0.7,3,3.951243719,고위험군,36.76682325,1.8852882725757993,-1.600700760732989
1966,0.1894,17,0.0,0.0130295,0.8803,0.55,2,3.912023005,고위험군,51.32175585,2.2737898562679284,2.707630865737448
1971,0.3441,27,85.2,1.642386629,0.4535,0.85,3,4.753590191,고위험군,39.43192641,1.8690264988769987,-0.4785499532250134
2003,0.1153,31,87.1,1.59817472,0.1308,1.0,2,3.737669618,중위험군,32.37307051,0.8594519381478483,-1.71440143094153
1993,0.3379,3,0.0,0.0,0.4148,0.04,3,3.828641396,저위험군,29.11162761,-0.2951779274357185,2.548540757446492
2003,0.1709,4,0.0,0.195566784,0.1308,0.45,5,4.941642423,저위험군,18.39708947,-1.2892157168878033,1.2715700298877337
1990,0.3014,9,77.8,0.136575535,0.42,1.0,3,3.583518938,고위험군,45.98372176,1.1558422912505875,0.08749763779103378
1948,0.2337,4,0.0,0.142174489,0.921,0.04,1,3.295836866,고위험군,47.05116165,2.433772305998489,4.180060620511876
1960,0.1607,16,75.0,2.615879741,0.4729,0.35,3,4.927253685,고위험군,33.61672986,1.6944134902386137,0.6898033543079595
1970,0.2804,1,0.0,1.266150049,0.4553,0.04,1,3.912023005,저위험군,34.4098952,0.6304123166309922,2.8710650412761365
1998,0.1556,52,80.8,0.784868303,0.406,1.0,5,3.951243719,고위험군,39.99050407,1.6477119185149174,-1.7450650929674247
1998,0.2002,35,48.6,1.174478039,0.406,1.0,2,3.931825633,고위험군,39.79914377,1.3860414966550065,-0.7164094300189132
1954,0.3287,41,85.4,1.741592211,0.9074,0.85,1,3.526360525,고위험군,60.61377405,4.161827044048836,0.16639073798079632
2018,0.1735,37,56.8,0.163257573,0.1094,0.85,3,4.094344562,중위험군,24.75035399,-0.08933495290476215,-1.3277711537971302
1982,0.1607,36,72.2,2.300182208,0.2975,0.85,4,3.891820298,중위험군,32.70707679,1.5637120566200617,-1.0924155280061265
1957,0.2252,16,18.8,0.1889661,0.9006,0.45,2,4.276666119,고위험군,52.87806809,2.494795047987196,2.7048692283807285
1955,0.2394,24,66.7,1.339202754,0.9051,1.0,1,3.761200116,고위험군,59.65528374,3.7227332253417416,0.90152800213757
2010,0.3165,22,50.0,1.219883294,0.1208,0.45,5,3.931825633,중위험군,17.608973,-0.5182733091921706,-0.4097808801566474
2000,0.3595,2,0.0,0.0,0.1351,0.04,4,4.543294782,저위험군,20.40682349,-1.445827014584451,1.9516532641685074
2000,0.1735,35,85.7,1.260731138,0.1351,0.85,3,5.384495063,중위험군,31.07729711,0.3770980964556377,-1.6624640687495438
2002,0.2626,10,20.0,3.146507992,0.1322,0.08,4,4.060443011,저위험군,22.042114,-0.6855222486218058,0.6372004148854985
1996,0.341,75,77.3,0.800777845,0.1408,1.0,5,4.382026635,중위험군,28.38368992,1.2809851928258436,-2.9004098491455936
2002,0.184,38,52.6,0.33377318,0.1322,0.45,4,4.025351691,저위험군,27.35177701,0.026373550809233058,-0.5537723529477661
1991,0.4886,8,0.0,0.018349139,0.4183,1.0,4,3.526360525,고위험군,44.48357039,0.47783534172681136,1.1958074496380988
1985,0.0473,24,87.5,1.425515074,0.4289,0.25,4,5.231108617,고위험군,25.72060729,0.8859338732789438,0.09738972064230543
2008,0.4429,44,97.7,1.495493653,0.1237,0.85,5,3.784189634,중위험군,33.73896486,0.5628189362819878,-2.3779647630386176
1964,0.2924,17,100.0,1.648090067,0.4658,0.85,2,4.127134385,고위험군,39.92973155,2.2180840102671633,-0.1339697894491435
1970,0.1974,31,67.7,1.270203243,0.4553,1.0,2,3.663561646,고위험군,44.10873939,2.314385703782473,-0.28698941392293675
1990,0.3502,27,96.3,2.290315,0.42,1.0,3,3.295836866,고위험군,40.67966478,1.9155173819935054,-1.2712949074794844
1979,0.5653,2,0.0,0.0,0.4395,1.0,3,4.744932128,고위험군,47.12751881,0.46798509305160557,1.5751041094500788
1976,0.2423,8,0.0,0.046091107,0.4447,0.45,3,3.713572067,고위험군,36.09505967,0.6446015884090303,2.2568020009961365
1968,0.2394,59,71.2,0.32514869,0.4588,1.0,2,4.828313737,고위험군,37.60831796,2.52823622335685,-1.0993002299689087
1997,0.2252,20,25.0,1.335497468,0.1394,0.45,3,3.583518938,저위험군,29.20551961,-0.067121861122675,0.36996120064393256
1989,0.2597,29,89.7,1.183569011,0.4218,1.0,4,3.737669618,고위험군,43.08253924,1.662383771727641,-1.0010339755862203
1985,0.2656,6,16.7,0.063948725,0.4289,0.45,2,3.295836866,고위험군,35.73412102,0.6224968285662793,1.9389600467333659
1976,0.2685,9,11.1,0.055059777,0.4447,0.45,3,5.023880521,고위험군,37.35313026,0.41286413742117306,1.962131298847661
1986,0.3105,35,97.1,1.607465525,0.4272,0.85,3,3.63758616,고위험군,43.30277792,1.9375555156166626,-1.1373997705231245
1966,0.2685,34,97.1,1.009359261,0.4623,0.85,2,4.553876892,고위험군,44.2193941,2.2999145837862702,-0.5725608564702716
1989,0.2626,1,100.0,0.018692133,0.4218,1.0,3,4.828313737,고위험군,46.60814375,0.8741633275407203,3.1809100578003045e-05
1987,0.2834,10,70.0,1.171371643,0.4254,0.08,3,3.828641396,저위험군,29.58524553,0.6333401017851743,1.1065694003212674
1994,0.2394,9,0.0,0.027908788,0.1436,0.45,5,3.988984047,저위험군,25.51331304,-0.7567090917309646,1.3726382601490996
1988,0.4336,6,0.0,0.0,0.4236,0.04,3,3.401197382,저위험군,30.68335164,-0.024119597795686894,2.5560124095188934
2002,0.3074,69,89.9,0.423959691,0.1322,1.0,4,4.262679877,중위험군,38.75668658,1.1510334245835856,-2.8742117093915898
1986,0.4429,48,97.9,1.964259288,0.4272,1.0,3,4.248495242,고위험군,42.20835389,2.146296180435615,-1.9231835960216472
1985,0.0799,19,100.0,1.398222932,0.4289,1.0,3,3.583518938,고위험군,42.30231611,1.8517411657070166,-0.6980547067224798
2002,0.2423,34,88.2,0.488912396,0.1322,0.85,3,4.672828834,중위험군,29.55159183,0.3751911433381374,-1.499226047687229
1991,0.1735,49,63.3,0.616774202,0.4183,1.0,3,2.772588722,고위험군,39.45117899,2.092650851380948,-1.068305650670446
1994,0.2167,0,0.0,0.031498667,0.413,1.0,4,3.912023005,고위험군,41.1572754,0.24060531407683342,1.442891711408726
1954,0.3935,21,85.7,2.082485684,0.9074,1.0,2,3.401197382,고위험군,63.86449546,3.8566375418050596,0.5247550475646285
1976,0.1735,34,85.3,0.207845614,0.1694,1.0,4,4.189654742,중위험군,32.92794135,1.2209749953865525,-1.0276938183608522
1995,0.3842,1,0.0,0.280301965,0.4113,0.45,4,4.343805422,고위험군,35.9500847,-0.2869057346447823,1.9299807148310009
1996,0.2568,45,84.4,0.466459621,0.4095,1.0,3,3.737669618,고위험군,34.50487578,1.7284335116114733,-1.4032097325903972
1992,0.3441,1,0.0,0.018349139,0.4165,1.0,3,3.713572067,고위험군,42.7091482,0.39691784046390727,1.4636848483278504
1971,0.1175,28,96.4,0.716863707,0.4535,1.0,4,3.784189634,고위험군,42.92312548,2.1891507939621224,-0.5506231058961323
2014,0.3656,0,0.0,0.148745261,0.115,0.45,3,3.63758616,저위험군,24.57647522,-1.2807051182458613,1.2889854293779746
2003,0.2167,10,100.0,0.858021824,0.1308,0.7,5,4.844187086,중위험군,28.07159035,-0.286569738126038,-0.8633685902637926
1984,0.3135,14,42.9,0.783298278,0.4307,1.0,4,4.382026635,고위험군,47.43547052,1.008038952081232,0.3234548144867713
2003,0.4856,15,73.3,2.095515367,0.1308,0.85,3,3.828641396,중위험군,34.73956535,0.19343662711774967,-1.047169358295512
1984,0.3105,33,87.9,2.922374489,0.4307,1.0,3,4.007333185,고위험군,48.56567298,2.0673564966520193,-1.4051650357382766
2025,0.2252,11,100.0,1.226125609,0.1,0.85,5,4.700480366,중위험군,34.60331236,-0.7038519311631958,-1.6016992543491506
1994,0.228,7,0.0,0.037041272,0.413,0.45,4,4.110873864,고위험군,33.79352228,-0.06253826793279124,1.865253230602013
2017,0.1175,31,100.0,1.526056303,0.1108,1.0,5,4.317488114,중위험군,31.36453226,0.16905869738739446,-2.3018954818458135
1964,0.3564,13,61.5,0.19145404,0.1866,0.04,2,4.828313737,저위험군,21.7333349,0.2701594747705309,1.4082542228582229
1995,0.2984,97,52.6,0.420135298,0.4113,1.0,3,3.988984047,고위험군,34.72585451,2.4715923231645633,-2.657703344665652
1994,0.3441,4,0.0,0.0,0.413,0.04,3,3.36729583,저위험군,28.89911451,-0.1970649425715349,2.5242120087661224
1996,0.2084,45,62.2,0.171590954,0.4095,0.85,4,3.828641396,고위험군,30.31500605,1.3673166202946039,-0.8485960843937512
2006,0.184,7,14.3,1.224933845,0.3919,1.0,4,3.737669618,고위험군,36.80987067,0.3076315709888953,0.4972278380137616
1960,0.3014,33,100.0,1.862283735,0.8939,0.85,1,3.526360525,고위험군,60.20255319,3.9432456251892196,0.06768464760960827
1990,0.2223,4,0.0,1.86872051,0.42,1.0,3,3.784189634,고위험군,46.17698373,0.7492699319801431,1.0078065141380508
1998,0.1814,19,68.4,1.722766598,0.138,0.85,4,4.430816799,중위험군,31.18811269,0.21963245562550268,-0.9101255393626161
1993,0.2924,27,100.0,1.261869862,0.4148,0.85,5,4.406719247,고위험군,35.66230248,1.2291732395038546,-1.0882703927657624
1989,0.0959,49,77.6,1.021011043,0.4218,1.0,3,3.80666249,고위험군,34.78450849,2.0664198445949067,-1.3797219201373887
2007,0.2984,101,52.5,0.310811527,0.1251,0.85,5,3.713572067,중위험군,28.58865872,1.3258720133517377,-3.267993025570873
1991,0.0818,26,57.7,1.137833002,0.4183,0.85,3,4.48863637,고위험군,37.60870928,1.1942524971537307,-0.25089659319469554
1993,0.1266,0,0.0,0.619503892,0.4148,0.12,4,4.219507705,저위험군,23.51190613,-0.3234272802095024,2.4077421307641895
1992,0.3257,38,97.4,1.414225746,0.4165,1.0,3,4.110873864,고위험군,44.58621164,1.7881156240049594,-1.5412353572813147
1966,0.3165,36,97.2,1.540093114,0.4623,0.85,2,4.060443011,고위험군,45.88492039,2.5011003586684417,-0.7418992407283206
1989,0.2568,30,86.7,1.088711218,0.4218,1.0,3,3.761200116,고위험군,42.72022847,1.7242584091659634,-0.9388073532035253
1974,0.2656,1,100.0,0.018692133,0.1723,1.0,3,4.043051268,중위험군,39.64875501,0.7979853529241292,-0.04931320127745799
1966,0.1974,54,70.4,0.240636709,0.8803,1.0,1,3.465735903,고위험군,55.56263322,3.94648288374696,-0.10084676329446655
1978,0.6803,11,45.5,1.062894206,0.1665,0.7,6,4.418840608,중위험군,40.21825608,-0.019455080322894287,0.23883051574810354
2000,0.2984,44,68.2,0.12751332,0.1351,1.0,4,3.871201011,중위험군,24.71319018,0.6555450532134337,-1.5872952688195645
1999,0.4977,16,93.8,2.429380889,0.1365,0.85,4,3.891820298,중위험군,31.00900282,0.39557020228879824,-1.4157541613831286
1997,0.3165,3,0.0,0.037041272,0.4077,0.04,4,4.290459441,저위험군,28.64199097,-0.5866565939331924,2.4010884859706656
1968,0.2954,5,80.0,0.183849441,0.4588,0.04,4,3.63758616,저위험군,29.40133386,0.9721178808807569,1.7749961292652308
1990,0.2539,26,84.6,0.729426855,0.42,1.0,4,3.465735903,고위험군,35.43561976,1.5587206423375508,-0.7226920105304189
1996,0.3656,36,72.2,1.413506925,0.4095,0.25,3,4.043051268,저위험군,32.95207552,0.9518528376598866,-0.27572941776025484
1960,0.1556,38,78.9,2.191876971,0.8939,0.85,2,3.761200116,고위험군,58.74104652,3.8605851484542826,0.12948726325622614
2004,0.0635,28,85.7,1.85379486,0.1293,0.25,6,4.276666119,저위험군,21.92766579,-0.15174676256530895,-0.9000335868034
1986,0.3811,1,0.0,0.0,0.4272,1.0,3,4.043051268,고위험군,43.95068111,0.4771787809492168,1.5602666530530562
1986,0.3044,30,96.7,1.661272932,0.4272,0.85,3,3.688879454,고위험군,37.27975309,1.835523583220381,-0.9797910905462092
1993,0.2002,41,53.7,0.066691374,0.4148,0.85,3,3.931825633,고위험군,35.96791909,1.3674106433009716,-0.4788754165419645
1997,0.2568,23,39.1,2.624805307,0.1394,0.45,4,4.077537444,저위험군,27.47784635,0.02112514698296185,-0.3060716517458399
1981,0.3533,0,0.0,0.0,0.4359,1.0,3,4.007333185,고위험군,44.23936623,0.6202412687171582,1.7069229744038381
2009,0.3196,3,0.0,0.0,0.1222,0.04,4,3.951243719,저위험군,18.72851871,-1.5243077082060097,1.7870920863319952
1989,0.449,37,94.6,1.085708884,0.4218,0.85,3,4.025351691,고위험군,37.25965439,1.6733246930408585,-1.1728982823641252
2008,0.4089,2,0.0,0.018349139,0.1237,1.0,4,3.526360525,중위험군,33.13365087,-0.768048530741499,0.6674606196768568
1995,0.3074,2,0.0,0.00938974,0.1422,0.04,4,4.343805422,저위험군,20.35893908,-1.2392284753241019,2.078215904860674
1989,0.192,12,100.0,0.885636991,0.4218,1.0,3,4.442651256,고위험군,41.98277105,1.3001004074748217,-0.5193369826482296
1995,0.2394,11,0.0,0.0,0.4113,1.0,4,3.784189634,고위험군,41.35524172,0.4412017070105282,1.0669891444703958
1991,0.1947,18,66.7,1.267361768,0.4183,1.0,3,4.234106505,고위험군,41.38226121,1.240374957444431,-0.34412557253168774
1989,0.3226,2,0.0,0.018349139,0.4218,1.0,4,4.290459441,고위험군,43.09087217,0.29523127271528277,1.429109137164881
1974,0.3997,76,57.9,0.050189745,0.4483,1.0,3,3.931825633,고위험군,49.39588336,2.6467899102367456,-1.5412870119532496
1958,0.3502,46,76.1,0.420639906,0.8984,0.85,2,4.304065093,고위험군,63.10738748,3.656577409895317,0.26649343946230897
1993,0.192,24,87.5,0.392806711,0.4148,0.85,2,4.276666119,고위험군,31.8351998,1.2901990979402662,-0.4782043025059713
1997,0.3074,2,0.0,0.0,0.4077,0.04,4,4.477336814,저위험군,28.50430267,-0.6515120728983153,2.43255309001667
1995,0.1457,58,87.9,1.108416289,0.1422,1.0,4,3.850147602,중위험군,27.01510448,1.3568946254095444,-2.423963251315283
1997,0.1974,56,82.1,0.258948053,0.1394,0.85,5,4.060443011,중위험군,23.01809861,0.8783495398503005,-1.9922018588161927
1985,0.2452,2,0.0,1.884849892,0.4289,0.45,5,3.610917913,고위험군,33.31342003,0.3505731227754222,1.7919579266275856
1993,0.2002,19,78.9,1.402703116,0.4148,0.85,4,3.555348061,고위험군,39.68052388,1.2716534909813886,-0.4317225346110367
1986,0.2984,35,100.0,2.213353959,0.4272,0.85,3,3.688879454,고위험군,38.76983836,2.0172846450175945,-1.3197129260357083
1977,0.2056,1,0.0,0.009788006,0.443,0.55,4,4.025351691,고위험군,36.87995475,0.40914080466036407,2.3129856779620956
1958,0.3226,20,65.0,0.059316577,0.8984,0.7,1,3.496507561,고위험군,52.61490348,3.222445490321677,1.651840461614472
1990,0.1086,47,53.2,0.81713316,0.42,1.0,4,4.043051268,고위험군,33.38811821,1.684487551240501,-0.9777839210655379
1993,0.1974,31,93.5,0.612416668,0.4148,0.85,4,4.143134726,고위험군,38.75626074,1.3626299804686914,-0.9022546181013236
1997,0.1867,57,68.4,0.048086187,0.1394,0.85,6,3.465735903,중위험군,27.64756253,0.8555335904935347,-1.762199427410393
1995,0.2774,12,66.7,0.321018493,0.4113,0.18,3,4.127134385,저위험군,27.873504,0.32305438749157106,0.9774857515867545
1955,0.4521,14,42.9,2.602689685,0.9051,0.85,1,3.688879454,고위험군,61.78438261,3.3664551068375395,1.4242520523841784
2001,0.1974,7,57.1,1.076353818,0.1337,0.35,6,5.075173815,저위험군,22.04370977,-0.9037983327594592,0.24523286178824646
1959,0.2112,6,0.0,0.018692133,0.8961,0.45,1,3.713572067,고위험군,50.88357329,2.3220399428120424,3.38196832975634
1995,0.3257,88,54.5,0.541865943,0.4113,1.0,4,4.691347882,고위험군,41.50374535,2.071450780207479,-2.5002611416425156
1968,0.2029,54,68.5,0.129211731,0.4588,0.85,2,4.060443011,고위험군,34.15161823,2.4836024759533517,-0.6031719175454792
1998,0.1556,52,80.8,0.784868303,0.406,1.0,5,3.951243719,고위험군,39.99050407,1.6477119185149174,-1.7450650929674247
1987,0.1658,51,56.9,0.604798011,0.4254,1.0,4,3.663561646,고위험군,39.9607174,1.9177678472395843,-1.043337926698526
1995,0.192,46,84.8,1.156643836,0.4113,0.45,3,4.33073334,고위험군,28.14397685,1.3526981148541704,-0.9306340805891802
1967,0.2195,6,0.0,0.0,0.878,0.45,2,4.304065093,고위험군,50.02730689,1.8577963342746937,3.1417139330481887
2008,0.2804,30,93.3,0.535057937,0.1237,1.0,4,3.871201011,중위험군,31.33397317,0.3745203568275091,-1.7430001343190489
2002,0.1433,39,92.3,0.21511138,0.1322,1.0,5,4.59511985,중위험군,24.14419851,0.4684408979650127,-1.8745648996679611
1990,0.1683,76,84.2,0.323787077,0.42,1.0,3,4.317488114,고위험군,34.70221595,2.3681139976626455,-2.2875159564774425
1972,0.1531,49,81.6,1.623136757,0.4518,1.0,2,4.060443011,고위험군,45.2506991,2.648967155718751,-1.2267059700383334
2005,0.3044,55,85.5,0.22154227,0.1279,1.0,4,4.574710979,중위험군,31.57833715,0.6749876682612419,-2.37938101461205
2022,0.2744,33,100.0,1.80562027,0.1036,0.85,6,3.433987204,중위험군,30.79774435,0.07380971896380646,-2.3629149538230863
1996,0.1361,29,86.2,0.80709144,0.4095,1.0,3,4.007333185,고위험군,39.89141001,1.4500176986829572,-0.9629356755687439
1999,0.2656,44,95.5,0.172842813,0.1365,1.0,3,4.17438727,중위험군,31.77440215,0.8763614825006987,-1.9609098824231292
2006,0.4521,41,95.1,2.051270665,0.3919,1.0,3,3.688879454,고위험군,45.56032007,1.557478076318715,-2.049170422649733
1992,0.2685,21,61.9,0.123132685,0.4165,0.45,4,4.143134726,고위험군,25.43419514,0.6402241176662923,0.49800265980775815
1995,0.3014,96,52.1,0.451985124,0.4113,1.0,3,3.931825633,고위험군,40.77663024,2.465616426956589,-2.621406184463614
1994,0.2774,11,36.4,0.518344456,0.413,1.0,3,3.891820298,고위험군,44.63683979,0.7968207939471517,0.4453040402408133
1993,0.098,20,70.0,1.324418957,0.4148,1.0,3,4.465908119,고위험군,40.4633134,1.2258856325854004,-0.5034267521159239
1997,0.2597,19,42.1,2.51205062,0.1394,0.45,3,4.219507705,저위험군,33.33062586,-0.007120547500244616,-0.17170715611825255
1993,0.2894,47,70.2,0.015873349,0.4148,1.0,3,3.33220451,고위험군,45.46731024,1.7979341709138073,-1.075856177354984
2001,0.228,4,75.0,3.399938728,0.4007,0.45,4,4.477336814,고위험군,38.12737946,0.44843939540198674,-0.0829470377221884
2001,0.1581,43,69.8,0.660603633,0.1337,1.0,4,4.094344562,중위험군,30.4782634,0.6744254472696004,-1.6979668742369343
1996,0.4917,44,63.6,0.796118728,0.1408,1.0,4,3.931825633,중위험군,34.74804342,0.7350947089674623,-1.6484826364871419
1992,0.2626,36,80.6,0.707198934,0.4165,1.0,3,3.912023005,고위험군,35.40351489,1.6320569661194226,-1.034438939443597
1984,0.7137,8,12.5,0.200670695,0.8396,0.7,1,4.043051268,고위험군,57.46389818,1.6315183412365644,2.0893295955392097
1991,0.2864,1,0.0,0.761510923,0.4183,0.04,4,3.526360525,저위험군,30.49796875,-0.1756202619825127,2.485297460582475
2006,0.3966,25,84.0,0.871395412,0.3919,1.0,3,3.401197382,고위험군,41.26286998,1.134027277916978,-1.0488615201674616
1991,0.2626,39,71.8,2.256065077,0.4183,0.45,4,3.737669618,고위험군,37.21905647,1.4192112995847517,-0.6859085915174091
2015,0.2804,15,66.7,1.126521077,0.1136,0.04,4,4.356708827,저위험군,11.36265032,-0.9979594558354998,0.009275623757391311
1993,0.3873,1,0.0,0.0,0.1451,1.0,4,3.891820298,중위험군,34.69821956,-0.44850466162938823,0.989537701356786
1984,0.2423,17,100.0,0.115684399,0.4307,1.0,3,4.418840608,고위험군,47.38434165,1.4403479083636832,-0.41616952668726437
2001,0.3044,36,52.8,0.00796817,0.1337,1.0,2,4.510859507,중위험군,35.83902335,0.3637440583845967,-1.0723460425272162
2007,0.2568,27,85.2,0.318005803,0.1251,1.0,3,3.583518938,중위험군,24.17249446,0.423176007329373,-1.3979306698853986
1991,0.122,13,53.8,2.453723722,0.4183,0.18,4,3.63758616,저위험군,31.15370284,0.7142436560580463,0.7712004290739534
