OPNSFTEAMCODE,MGTNO,APVPERMYMD,APVCANCELYMD,TRDSTATEGBN,TRDSTATENM,DTLSTATEGBN,DTLSTATENM,DCBYMD,CLGSTDT,CLGENDDT,ROPNYMD,SITETEL,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,RDNPOSTNO,BPLCNM,LASTMODTS,UPDATEGBN,UPDATEDT,UPTAENM,X,Y,SNTUPTAENM,BDNGJISGFLRCNT,BDNGUNDERFLRCNT,USEJISGSTFLR,USEJISGENDFLR,USEUNDERSTFLR,USEUNDERENDFLR,HANSHILCNT,YANGSILCNT,YOKSILCNT,BALHANSILYN,CHAIRCNT,CNDPERMNTWHY,CNDPERMSTYMD,CNDPERMENDYMD,BDNGOWNSENM,WASHMCCNT,WMEIPCNT,MANEIPCNT,RCVDRYNCNT,ABEDCNT,MULTUSNUPSOYN
3130000,3130000-201-1969-00118,1969-09-02,,03,폐업,02,폐업,1994-09-18,,,,0207154657,0.00,121-809,서울특별시 마포구 대흥동 254-0번지,,,성,1999-01-18 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,10,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00134,1969-03-18,,03,폐업,02,폐업,1998-10-15,,,,0203376012,0.00,121-885,서울특별시 마포구 합정동 384-67번지,,,유림장,2001-10-05 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,5,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00135,1969-11-03,,03,폐업,02,폐업,2003-02-20,,,,0203227141,0.00,121-885,서울특별시 마포구 합정동 416-47번지,,,대림여인숙,2003-04-21 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,12,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00144,1969-06-19,,03,폐업,02,폐업,2001-10-25,,,,0207135943,0.00,121-803,서울특별시 마포구 공덕동 249-25번지,,,신포,2002-06-07 00:00:00,I,2018-08-31 23:59:59.0,여관업,195865.274006782,449352.989107253,여관업,0,0,0,0,0,0,18,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00149,1969-12-19,,03,폐업,02,폐업,2011-02-10,,,,0203224862,0.00,121-885,서울특별시 마포구 합정동 382-6번지,,,대호,2011-02-11 14:28:43,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,15,5,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00150,1969-10-17,,03,폐업,02,폐업,2013-05-08,,,,0207150664,217.00,121-856,서울특별시 마포구 신수동 449-2번지,,,덕윤여관,2002-06-04 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,4,0,3,0,0,0,6,14,,,,,,,,,0,0,,,N
3130000,3130000-201-1970-00008,1970-09-01,,03,폐업,02,폐업,2015-03-09,,,,02 3628111,57.22,121-860,서울특별시 마포구 아현동 380-11번지,,,보성,2005-08-10 00:00:00,I,2018-08-31 23:59:59.0,여관업,196185.208727483,450062.871275569,여관업,0,0,0,0,0,0,10,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1970-00009,1970-09-10,,03,폐업,02,폐업,2013-08-23,,,,02 3630074,102.00,121-858,서울특별시 마포구 아현동 100-2번지,,,오복,2013-08-23 17:42:56,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,14,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1970-00012,1970-12-23,,03,폐업,02,폐업,2021-06-09,,,,02 7181403,0.00,121-801,서울특별시 마포구 공덕동 105-215,서울특별시 마포구 마포대로14가길 8-10 (공덕동),04207,안신장여관,2021-06-09 14:15:17,U,2021-06-11 02:40:00.0,여관업,196078.729863602,449643.152094287,여관업,0,0,0,0,0,0,11,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1970-00022,1970-10-10,,01,영업/정상,01,영업,,,,,02  32753203,129.32,121-812,서울특별시 마포구 도화동 78-2,서울특별시 마포구 마포대로4라길 21 (도화동),04173,마포레지던스,2023-10-27 11:21:22,U,2023-10-29 02:40:00.0,여관업,195206.306035862,448350.940035676,여관업,0,0,0,0,0,0,13,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1970-00025,1970-06-23,,01,영업/정상,01,영업,,,,,02 7180880,89.88,121-870,서울특별시 마포구 염리동 8-55,서울특별시 마포구 대흥로30길 23 (염리동),04113,호성여관,2023-10-27 11:26:43,U,2023-10-29 02:40:00.0,여관업,195280.139411113,450464.070599256,여관업,0,0,0,0,0,0,10,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1970-00046,1970-10-20,,01,영업/정상,01,영업,,,,,02 3345330,59.00,121-820,서울특별시 마포구 망원동 378-6,서울특별시 마포구 월드컵로11길 8 (망원동),04013,남양,2023-10-27 11:28:20,U,2023-10-29 02:40:00.0,여관업,192014.240969391,450300.013816674,여관업,0,0,0,0,0,0,10,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1970-00087,1970-06-01,,03,폐업,02,폐업,2007-11-29,,,,0232733926,0.00,121-803,서울특별시 마포구 공덕동 237-6번지 공덕252번지에서 지번변경,,,국제여관,2002-06-07 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,5,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1970-00091,1970-08-13,,01,영업/정상,01,영업,,,,,02 7164100,135.11,121-803,서울특별시 마포구 공덕동 242-45,서울특별시 마포구 마포대로12길 31 (공덕동),04211,나루호스텔,2023-10-27 19:11:35,U,2023-10-29 02:40:00.0,여인숙업,195942.959432834,449464.869763408,여인숙업,3,0,1,3,0,0,9,0,,,,,,,,,0,0,,,N
