그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,전체건물수_per_ha,전체건물연면적합계_m2,전체건물입체화재하중_분자_원본,전체건물입체화재하중_분자,면적계산가능건물수,면적보정건물수,전체건물_입체화재하중밀도,상가수,상가수_per_ha,상가연면적합계_m2,상가입체화재하중_분자,상가_입체화재하중밀도,건물데이터_0여부,면적데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0019_C0141,강남구,1168011100,세곡동,1.0,19,141,50000.0,5.0,12.0,2.4,43.2,18218.0,43.2,1.0,1.0,0.000864,1.0,0.2,43.2,43.2,0.000864,N,N,37.4665,127.12151,210637.60348,540681.236959,210861.210278,540904.843757
G50K_R0019_C0142,송파구,1171010900,장지동,1.0,19,142,50000.0,5.0,10.0,2.0,530.61,2467.86,530.61,3.0,3.0,0.010612,1.0,0.2,52.56,52.56,0.001051,N,N,37.466498,127.124038,210861.210278,540681.236959,211084.817076,540904.843757
G50K_R0020_C0088,서초구,1165010100,방배동,1.0,20,88,50000.0,5.0,23.0,4.6,30142.67,144637.64,30142.67,11.0,11.0,0.602853,1.0,0.2,256.61,256.61,0.005132,N,N,37.468577,126.987546,198786.4432,540904.843757,199010.049997,541128.450555
G50K_R0020_C0089,서초구,1165010100,방배동,1.0,20,89,50000.0,5.0,41.0,8.2,8889.75,15815.4,8889.75,37.0,37.0,0.177795,2.0,0.4,412.78,412.78,0.008256,N,N,37.468577,126.990073,199010.049997,540904.843757,199233.656795,541128.450555
G50K_R0020_C0102,서초구,1165010300,우면동,1.0,20,102,50000.0,5.0,10.0,2.0,7045.96,10349.92,7045.96,6.0,6.0,0.140919,1.0,0.2,131.34,131.34,0.002627,N,N,37.468575,127.022933,201916.938368,540904.843757,202140.545166,541128.450555
G50K_R0020_C0103,서초구,1165010300,우면동,1.0,20,103,50000.0,5.0,68.0,13.6,35763.26,74802.68,35763.26,64.0,64.0,0.715265,4.0,0.8,1228.59,1228.59,0.024572,N,N,37.468575,127.025461,202140.545166,540904.843757,202364.151964,541128.450555
G50K_R0020_C0104,서초구,1165010300,우면동,1.0,20,104,50000.0,5.0,32.0,6.4,30221.74,180097.33,30221.74,28.0,28.0,0.604435,7.0,1.4,6237.96,6237.96,0.124759,N,N,37.468574,127.027989,202364.151964,540904.843757,202587.758761,541128.450555
G50K_R0020_C0105,서초구,1165010200,양재동,1.0,20,105,50000.0,5.0,16.0,3.2,72.0,148761.0,74452.5,2.0,1.0,1.48905,2.0,0.4,72.0,74452.5,1.48905,N,N,37.468574,127.030516,202587.758761,540904.843757,202811.365559,541128.450555
G50K_R0020_C0109,서초구,1165010200,양재동,1.0,20,109,50000.0,5.0,57.0,11.4,40141.66,90735.49,40141.66,54.0,54.0,0.802833,39.0,7.8,31915.21,31915.21,0.638304,N,N,37.468571,127.040627,203482.185952,540904.843757,203705.79275,541128.450555
G50K_R0020_C0110,서초구,1165010200,양재동,1.0,20,110,50000.0,5.0,159.0,31.8,69249.125,145741.17,69249.125,156.0,156.0,1.384982,55.0,11.0,29477.41,29477.41,0.589548,N,N,37.46857,127.043155,203705.79275,540904.843757,203929.399548,541128.450555
G50K_R0020_C0111,서초구,1165010200,양재동,1.0,20,111,50000.0,5.0,105.0,21.0,68549.45,143019.58,68549.45,105.0,105.0,1.370989,23.0,4.6,14757.83,14757.83,0.295157,N,N,37.468569,127.045683,203929.399548,540904.843757,204153.006346,541128.450555
G50K_R0020_C0131,강남구,1168011100,세곡동,1.0,20,131,50000.0,5.0,34.0,6.8,5758.267,12294.26,5758.267,25.0,25.0,0.115165,4.0,0.8,1574.137,1574.137,0.031483,N,N,37.468538,127.096237,208401.535503,540904.843757,208625.142301,541128.450555
G50K_R0020_C0132,강남구,1168011100,세곡동,1.0,20,132,50000.0,5.0,55.0,11.0,10025.71,23636.01,10025.71,42.0,42.0,0.200514,4.0,0.8,1535.63,1535.63,0.030713,N,N,37.468536,127.098764,208625.142301,540904.843757,208848.749098,541128.450555
G50K_R0020_C0133,강남구,1168011100,세곡동,1.0,20,133,50000.0,5.0,36.0,7.2,5913.09,14955.45,5913.09,24.0,24.0,0.118262,4.0,0.8,968.1,968.1,0.019362,N,N,37.468534,127.101292,208848.749098,540904.843757,209072.355896,541128.450555
G50K_R0020_C0135,강남구,1168011300,율현동,1.0,20,135,50000.0,5.0,4.0,0.8,4584.01,14512.0,4584.01,2.0,2.0,0.09168,1.0,0.2,993.69,993.69,0.019874,N,N,37.46853,127.106347,209295.962694,540904.843757,209519.569492,541128.450555
G50K_R0021_C0087,서초구,1165010100,방배동,1.0,21,87,50000.0,5.0,3.0,0.6,642.57,10365.0,642.57,2.0,2.0,0.012851,1.0,0.2,451.8,451.8,0.009036,N,N,37.470591,126.985017,198562.836402,541128.450555,198786.4432,541352.057353
G50K_R0021_C0102,서초구,1165010300,우면동,1.0,21,102,50000.0,5.0,24.0,4.8,64978.85,1429614.53,64978.85,17.0,17.0,1.299577,1.0,0.2,12353.15,12353.15,0.247063,N,N,37.47059,127.022934,201916.938368,541128.450555,202140.545166,541352.057353
G50K_R0021_C0103,서초구,1165010300,우면동,1.0,21,103,50000.0,5.0,35.0,7.0,73156.54,1096081.62,73156.54,29.0,29.0,1.463131,12.0,2.4,14973.44,14973.44,0.299469,N,N,37.47059,127.025462,202140.545166,541128.450555,202364.151964,541352.057353
G50K_R0021_C0108,서초구,1165010200,양재동,1.0,21,108,50000.0,5.0,7.0,1.4,4400.25,9414.199999999999,4400.25,5.0,5.0,0.088005,4.0,0.8,1256.55,1256.55,0.025131,N,N,37.470586,127.038101,203258.579155,541128.450555,203482.185952,541352.057353
G50K_R0021_C0109,서초구,1165010200,양재동,1.0,21,109,50000.0,5.0,90.0,18.0,87106.67,191672.76,87106.67,81.0,81.0,1.742133,41.0,8.2,32794.69,32794.69,0.655894,N,N,37.470585,127.040628,203482.185952,541128.450555,203705.79275,541352.057353
G50K_R0021_C0110,서초구,1165010200,양재동,1.0,21,110,50000.0,5.0,90.0,18.0,72058.45,153371.3,72058.45,79.0,79.0,1.441169,37.0,7.4,23935.52,23935.52,0.47871,N,N,37.470584,127.043156,203705.79275,541128.450555,203929.399548,541352.057353
G50K_R0021_C0111,서초구,1165010200,양재동,1.0,21,111,50000.0,5.0,88.0,17.6,75177.09,168208.09,75177.09,82.0,82.0,1.503542,14.0,2.8,15302.88,15302.88,0.306058,N,N,37.470583,127.045684,203929.399548,541128.450555,204153.006346,541352.057353
G50K_R0021_C0112,서초구,1165010200,양재동,1.0,21,112,50000.0,5.0,85.0,17.0,74229.74,156810.03,74229.74,83.0,83.0,1.484595,16.0,3.2,12987.88,12987.88,0.259758,N,N,37.470582,127.048212,204153.006346,541128.450555,204376.613143,541352.057353
G50K_R0021_C0113,서초구,1165010200,양재동,1.0,21,113,50000.0,5.0,17.0,3.4,13040.4,33520.2,13040.4,13.0,13.0,0.260808,3.0,0.6,2905.43,2905.43,0.058109,N,N,37.470581,127.050739,204376.613143,541128.450555,204600.219941,541352.057353
G50K_R0021_C0135,강남구,1168011300,율현동,1.0,21,135,50000.0,5.0,19.0,3.8,3252.29,7969.58,3252.29,11.0,11.0,0.065046,1.0,0.2,1145.79,1145.79,0.022916,N,N,37.470544,127.10635,209295.962694,541128.450555,209519.569492,541352.057353
G50K_R0021_C0143,송파구,1171010900,장지동,1.0,21,143,50000.0,5.0,53.0,10.6,1163.91,9604.0,1163.91,2.0,2.0,0.023278,1.0,0.2,303.12,303.12,0.006062,N,N,37.470524,127.126572,211084.817076,541128.450555,211308.423874,541352.057353
G50K_R0022_C0086,서초구,1165010100,방배동,1.0,22,86,50000.0,5.0,13.0,2.6,23052.337,73946.537,23052.337,9.0,9.0,0.461047,1.0,0.2,524.53,524.53,0.010491,N,N,37.472606,126.982489,198339.229604,541352.057353,198562.836402,541575.66415
G50K_R0022_C0087,서초구,1165010100,방배동,1.0,22,87,50000.0,5.0,49.0,9.8,39064.58,108489.91,39064.58,12.0,12.0,0.781292,1.0,0.2,332.03,332.03,0.006641,N,N,37.472606,126.985017,198562.836402,541352.057353,198786.4432,541575.66415
G50K_R0022_C0089,서초구,1165010100,방배동,1.0,22,89,50000.0,5.0,55.0,11.0,8589.47,24438.05,8589.47,3.0,3.0,0.171789,1.0,0.2,327.49,327.49,0.00655,N,N,37.472607,126.990073,199010.049997,541352.057353,199233.656795,541575.66415
G50K_R0022_C0090,서초구,1165010100,방배동,1.0,22,90,50000.0,5.0,13.0,2.6,815.28,29826.0,815.28,1.0,1.0,0.016306,1.0,0.2,815.28,815.28,0.016306,N,N,37.472607,126.992601,199233.656795,541352.057353,199457.263593,541575.66415
G50K_R0022_C0091,서초구,1165010100,방배동,1.0,22,91,50000.0,5.0,87.0,17.4,2143.54,2143.54,2143.54,8.0,8.0,0.042871,0.0,0.0,0.0,0.0,0.0,N,N,37.472607,126.995128,199457.263593,541352.057353,199680.870391,541575.66415
G50K_R0022_C0103,서초구,1165010300,우면동,1.0,22,103,50000.0,5.0,80.0,16.0,35072.13,74551.78,35072.13,71.0,71.0,0.701443,8.0,1.6,2509.87,2509.87,0.050197,N,N,37.472604,127.025462,202140.545166,541352.057353,202364.151964,541575.66415
G50K_R0022_C0104,서초구,1165010300,우면동,1.0,22,104,50000.0,5.0,32.0,6.4,27120.75,32760.64,27120.75,19.0,19.0,0.542415,2.0,0.4,303.8,303.8,0.006076,N,N,37.472604,127.02799,202364.151964,541352.057353,202587.758761,541575.66415
G50K_R0022_C0108,서초구,1165010200,양재동,1.0,22,108,50000.0,5.0,17.0,3.4,12732.7,23534.489999999998,12732.7,13.0,13.0,0.254654,10.0,2.0,6159.96,6159.96,0.123199,N,N,37.472601,127.038102,203258.579155,541352.057353,203482.185952,541575.66415
G50K_R0022_C0109,서초구,1165010200,양재동,1.0,22,109,50000.0,5.0,112.0,22.4,72675.875,148386.23,72675.875,106.0,105.0,1.453518,51.0,10.2,33962.35,33962.35,0.679247,N,N,37.4726,127.040629,203482.185952,541352.057353,203705.79275,541575.66415
G50K_R0022_C0110,서초구,1165010200,양재동,1.0,22,110,50000.0,5.0,37.0,7.4,47646.963,251756.73,47646.963,25.0,25.0,0.952939,7.0,1.4,4276.46,4276.46,0.085529,N,N,37.472599,127.043157,203705.79275,541352.057353,203929.399548,541575.66415
G50K_R0022_C0111,서초구,1165010200,양재동,2.0,22,111,50000.0,5.0,110.0,22.0,72205.2,207286.66,72205.2,104.0,104.0,1.444104,54.0,10.8,40629.09,40629.09,0.812582,N,N,37.472598,127.045685,203929.399548,541352.057353,204153.006346,541575.66415
G50K_R0022_C0112,서초구,1165010200,양재동,2.0,22,112,50000.0,5.0,95.0,19.0,72214.72,160273.4,72214.72,92.0,92.0,1.444294,42.0,8.4,29649.39,29649.39,0.592988,N,N,37.472597,127.048213,204153.006346,541352.057353,204376.613143,541575.66415
G50K_R0022_C0113,강남구,1168010300,개포동,2.0,22,113,50000.0,5.0,108.0,21.6,62212.61,122715.82,62212.61,99.0,99.0,1.244252,35.0,7.0,26917.41,26917.41,0.538348,N,N,37.472596,127.050741,204376.613143,541352.057353,204600.219941,541575.66415
G50K_R0022_C0114,강남구,1168010300,개포동,1.0,22,114,50000.0,5.0,21.0,4.2,36251.235,86676.09,36251.235,18.0,18.0,0.725025,4.0,0.8,3572.62,3572.62,0.071452,N,N,37.472595,127.053269,204600.219941,541352.057353,204823.826739,541575.66415
G50K_R0022_C0131,강남구,1168011200,자곡동,1.0,22,131,50000.0,5.0,17.0,3.4,1847.52,5552.46,1847.52,8.0,8.0,0.03695,1.0,0.2,261.48,261.48,0.00523,N,N,37.472568,127.096242,208401.535503,541352.057353,208625.142301,541575.66415
G50K_R0022_C0135,강남구,1168011300,율현동,1.0,22,135,50000.0,5.0,36.0,7.2,7257.52,19839.05,7257.52,33.0,33.0,0.14515,2.0,0.4,291.52,291.52,0.00583,N,N,37.472559,127.106353,209295.962694,541352.057353,209519.569492,541575.66415
G50K_R0022_C0136,강남구,1168011300,율현동,1.0,22,136,50000.0,5.0,52.0,10.4,8801.77,23969.2,8801.77,45.0,45.0,0.176035,3.0,0.6,523.36,523.36,0.010467,N,N,37.472557,127.108881,209519.569492,541352.057353,209743.176289,541575.66415
G50K_R0023_C0086,서초구,1165010100,방배동,1.0,23,86,50000.0,5.0,20.0,4.0,52847.132,60697.402,52847.132,11.0,11.0,1.056943,2.0,0.4,3835.743,3835.743,0.076715,N,N,37.47462,126.982489,198339.229604,541575.66415,198562.836402,541799.270948
G50K_R0023_C0087,서초구,1165010100,방배동,1.0,23,87,50000.0,5.0,41.0,8.2,15420.31,168719.95,15420.31,8.0,8.0,0.308406,1.0,0.2,267.78,267.78,0.005356,N,N,37.474621,126.985017,198562.836402,541575.66415,198786.4432,541799.270948
G50K_R0023_C0088,서초구,1165010100,방배동,1.0,23,88,50000.0,5.0,28.0,5.6,11335.03,28487.2,11335.03,4.0,4.0,0.226701,1.0,0.2,781.14,781.14,0.015623,N,N,37.474621,126.987545,198786.4432,541575.66415,199010.049997,541799.270948
G50K_R0023_C0089,서초구,1165010100,방배동,1.0,23,89,50000.0,5.0,25.0,5.0,55503.81,199644.54,55503.81,12.0,12.0,1.110076,1.0,0.2,1398.32,1398.32,0.027966,N,N,37.474621,126.990072,199010.049997,541575.66415,199233.656795,541799.270948
G50K_R0023_C0090,서초구,1165010100,방배동,1.0,23,90,50000.0,5.0,40.0,8.0,65275.1519,155219.96000000002,65275.1519,26.0,26.0,1.305503,3.0,0.6,1457.0,1457.0,0.02914,N,N,37.474621,126.9926,199233.656795,541575.66415,199457.263593,541799.270948
G50K_R0023_C0093,서초구,1165010100,방배동,1.0,23,93,50000.0,5.0,13.0,2.6,44324.51,129608.70000000001,44324.51,10.0,10.0,0.88649,1.0,0.2,695.59,695.59,0.013912,N,N,37.474622,127.000184,199904.477188,541575.66415,200128.083986,541799.270948
G50K_R0023_C0103,서초구,1165010300,우면동,1.0,23,103,50000.0,5.0,12.0,2.4,3355.89,8829.44,3355.89,10.0,10.0,0.067118,2.0,0.4,158.14,158.14,0.003163,N,N,37.474619,127.025463,202140.545166,541575.66415,202364.151964,541799.270948
G50K_R0023_C0105,서초구,1165010200,양재동,1.0,23,105,50000.0,5.0,34.0,6.8,55418.28,59527.0,55418.28,8.0,8.0,1.108366,1.0,0.2,998.0,998.0,0.01996,N,N,37.474618,127.030519,202587.758761,541575.66415,202811.365559,541799.270948
G50K_R0023_C0106,서초구,1165010200,양재동,1.0,23,106,50000.0,5.0,23.0,4.6,42516.94,118414.9,42516.94,20.0,20.0,0.850339,5.0,1.0,7080.73,7080.73,0.141615,N,N,37.474617,127.033047,202811.365559,541575.66415,203034.972357,541799.270948
G50K_R0023_C0107,서초구,1165010200,양재동,1.0,23,107,50000.0,5.0,60.0,12.0,41486.38,91851.4,41486.38,58.0,58.0,0.829728,33.0,6.6,19192.3,19192.3,0.383846,N,N,37.474616,127.035575,203034.972357,541575.66415,203258.579155,541799.270948
G50K_R0023_C0108,서초구,1165010200,양재동,1.0,23,108,50000.0,5.0,20.0,4.0,12993.91,29181.65,12993.91,17.0,17.0,0.259878,7.0,1.4,5046.15,5046.15,0.100923,N,N,37.474616,127.038103,203258.579155,541575.66415,203482.185952,541799.270948
G50K_R0023_C0109,서초구,1165010200,양재동,1.0,23,109,50000.0,5.0,48.0,9.6,28653.11,58348.91,28653.11,45.0,45.0,0.573062,25.0,5.0,13807.08,13807.08,0.276142,N,N,37.474615,127.040631,203482.185952,541575.66415,203705.79275,541799.270948
G50K_R0023_C0110,서초구,1165010200,양재동,1.0,23,110,50000.0,5.0,141.0,28.2,83435.297,176072.51,83435.297,138.0,138.0,1.668706,67.0,13.4,46705.807,46705.807,0.934116,N,N,37.474614,127.043158,203705.79275,541575.66415,203929.399548,541799.270948
G50K_R0023_C0111,서초구,1165010200,양재동,2.0,23,111,50000.0,5.0,118.0,23.6,76202.6,159841.65,76202.6,112.0,112.0,1.524052,60.0,12.0,39971.51,39971.51,0.79943,N,N,37.474613,127.045686,203929.399548,541575.66415,204153.006346,541799.270948
G50K_R0023_C0112,강남구,1168010300,개포동,2.0,23,112,50000.0,5.0,106.0,21.2,73709.68,154149.9,73709.68,103.0,103.0,1.474194,58.0,11.6,44148.78,44148.78,0.882976,N,N,37.474612,127.048214,204153.006346,541575.66415,204376.613143,541799.270948
G50K_R0023_C0113,강남구,1168010300,개포동,1.0,23,113,50000.0,5.0,118.0,23.6,74362.27,244591.01,74362.27,84.0,84.0,1.487245,36.0,7.2,27649.57,27649.57,0.552991,N,N,37.474611,127.050742,204376.613143,541575.66415,204600.219941,541799.270948
G50K_R0023_C0114,강남구,1168010300,개포동,1.0,23,114,50000.0,5.0,118.0,23.6,67140.17,139957.26,67140.17,117.0,117.0,1.342803,38.0,7.6,26175.35,26175.35,0.523507,N,N,37.47461,127.05327,204600.219941,541575.66415,204823.826739,541799.270948
G50K_R0023_C0115,강남구,1168010300,개포동,1.0,23,115,50000.0,5.0,12.0,2.4,10116.95,22405.72,10116.95,11.0,11.0,0.202339,2.0,0.4,2162.79,2162.79,0.043256,N,N,37.474609,127.055798,204823.826739,541575.66415,205047.433537,541799.270948
G50K_R0023_C0131,강남구,1168011200,자곡동,1.0,23,131,50000.0,5.0,23.0,4.6,1304.41,3563.79,1304.41,7.0,7.0,0.026088,1.0,0.2,197.06,197.06,0.003941,N,N,37.474583,127.096244,208401.535503,541575.66415,208625.142301,541799.270948
G50K_R0023_C0132,강남구,1168011200,자곡동,1.0,23,132,50000.0,5.0,77.0,15.4,17183.48,47283.75,17183.48,74.0,74.0,0.34367,4.0,0.8,889.51,889.51,0.01779,N,N,37.47458,127.098772,208625.142301,541575.66415,208848.749098,541799.270948
G50K_R0023_C0133,강남구,1168011200,자곡동,1.0,23,133,50000.0,5.0,19.0,3.8,1280.09,3837.0699999999997,1280.09,7.0,7.0,0.025602,1.0,0.2,97.35,97.35,0.001947,N,N,37.474578,127.1013,208848.749098,541575.66415,209072.355896,541799.270948
G50K_R0023_C0136,강남구,1168011300,율현동,1.0,23,136,50000.0,5.0,8.0,1.6,802.06,2478.0,802.06,4.0,4.0,0.016041,1.0,0.2,207.0,207.0,0.00414,N,N,37.474572,127.108884,209519.569492,541575.66415,209743.176289,541799.270948
G50K_R0023_C0144,송파구,1171010900,장지동,1.0,23,144,50000.0,5.0,6.0,1.2,1039.58,4407.0,1039.58,2.0,2.0,0.020792,2.0,0.4,1039.58,1039.58,0.020792,N,N,37.474551,127.129107,211308.423874,541575.66415,211532.030671,541799.270948
G50K_R0024_C0086,서초구,1165010100,방배동,1.0,24,86,50000.0,5.0,33.0,6.6,35329.41,67679.93,35329.41,21.0,21.0,0.706588,17.0,3.4,18555.95,18555.95,0.371119,N,N,37.476635,126.982488,198339.229604,541799.270948,198562.836402,542022.877746
G50K_R0024_C0087,서초구,1165010100,방배동,1.0,24,87,50000.0,5.0,70.0,14.0,68962.7,173536.63999999998,68962.7,54.0,54.0,1.379254,20.0,4.0,15969.39,15969.39,0.319388,N,N,37.476635,126.985016,198562.836402,541799.270948,198786.4432,542022.877746
G50K_R0024_C0088,서초구,1165010100,방배동,1.0,24,88,50000.0,5.0,98.0,19.6,88482.79,187468.58,88482.79,93.0,93.0,1.769656,20.0,4.0,13757.5,13757.5,0.27515,N,N,37.476636,126.987544,198786.4432,541799.270948,199010.049997,542022.877746
G50K_R0024_C0089,서초구,1165010100,방배동,1.0,24,89,50000.0,5.0,120.0,24.0,54415.544,167109.604,54415.544,112.0,112.0,1.088311,4.0,0.8,2126.2,2126.2,0.042524,N,N,37.476636,126.990072,199010.049997,541799.270948,199233.656795,542022.877746
G50K_R0024_C0093,서초구,1165010100,방배동,1.0,24,93,50000.0,5.0,21.0,4.2,76352.12,81418.65,76352.12,12.0,12.0,1.527042,3.0,0.6,8832.76,8832.76,0.176655,N,N,37.476636,127.000184,199904.477188,541799.270948,200128.083986,542022.877746
G50K_R0024_C0094,서초구,1165010100,방배동,1.0,24,94,50000.0,5.0,16.0,3.2,100895.92,114198.24,100895.92,12.0,12.0,2.017918,1.0,0.2,1743.34,1743.34,0.034867,N,N,37.476636,127.002712,200128.083986,541799.270948,200351.690784,542022.877746
G50K_R0024_C0095,서초구,1165010100,방배동,1.0,24,95,50000.0,5.0,10.0,2.0,39747.95,40592.95,39747.95,9.0,9.0,0.794959,1.0,0.2,245.2,245.2,0.004904,N,N,37.476636,127.00524,200351.690784,541799.270948,200575.297582,542022.877746
G50K_R0024_C0105,서초구,1165010200,양재동,1.0,24,105,50000.0,5.0,17.0,3.4,26598.02,128703.32,26598.02,5.0,5.0,0.53196,1.0,0.2,3649.12,3649.12,0.072982,N,N,37.476632,127.03052,202587.758761,541799.270948,202811.365559,542022.877746
G50K_R0024_C0107,서초구,1165010200,양재동,1.0,24,107,50000.0,5.0,51.0,10.2,50270.58,122213.16,50270.58,45.0,45.0,1.005412,16.0,3.2,12715.38,12715.38,0.254308,N,N,37.476631,127.035576,203034.972357,541799.270948,203258.579155,542022.877746
G50K_R0024_C0108,서초구,1165010200,양재동,1.0,24,108,50000.0,5.0,69.0,13.8,80914.861,158788.83000000002,80914.861,67.0,67.0,1.618297,43.0,8.6,35706.49,35706.49,0.71413,N,N,37.47663,127.038104,203258.579155,541799.270948,203482.185952,542022.877746
G50K_R0024_C0109,서초구,1165010200,양재동,1.0,24,109,50000.0,5.0,82.0,16.4,33078.68,68072.13,33078.68,81.0,81.0,0.661574,30.0,6.0,18476.76,18476.76,0.369535,N,N,37.476629,127.040632,203482.185952,541799.270948,203705.79275,542022.877746
G50K_R0024_C0110,서초구,1165010200,양재동,1.0,24,110,50000.0,5.0,65.0,13.0,205763.32,450302.11,205763.32,62.0,62.0,4.115266,38.0,7.6,26363.58,26363.58,0.527272,N,N,37.476629,127.04316,203705.79275,541799.270948,203929.399548,542022.877746
G50K_R0024_C0111,서초구,1165010200,양재동,2.0,24,111,50000.0,5.0,99.0,19.8,110166.59,230939.56,110166.59,95.0,95.0,2.203332,53.0,10.6,42653.15,42653.15,0.853063,N,N,37.476628,127.045688,203929.399548,541799.270948,204153.006346,542022.877746
G50K_R0024_C0112,강남구,1168010300,개포동,1.0,24,112,50000.0,5.0,122.0,24.4,74261.16,151088.36,74261.16,119.0,119.0,1.485223,53.0,10.6,37462.25,37462.25,0.749245,N,N,37.476627,127.048216,204153.006346,541799.270948,204376.613143,542022.877746
G50K_R0024_C0113,강남구,1168010300,개포동,1.0,24,113,50000.0,5.0,57.0,11.4,54767.55,295685.27,54767.55,57.0,57.0,1.095351,23.0,4.6,16004.76,16004.76,0.320095,N,N,37.476626,127.050744,204376.613143,541799.270948,204600.219941,542022.877746
G50K_R0024_C0115,강남구,1168010300,개포동,1.0,24,115,50000.0,5.0,16.0,3.2,36783.33,36783.33,36783.33,12.0,12.0,0.735667,1.0,0.2,345.39,345.39,0.006908,N,N,37.476623,127.055799,204823.826739,541799.270948,205047.433537,542022.877746
G50K_R0024_C0137,강남구,1168011500,수서동,1.0,24,137,50000.0,5.0,5.0,1.0,913.1,913.1,913.1,4.0,4.0,0.018262,4.0,0.8,913.1,913.1,0.018262,N,N,37.476584,127.111415,209743.176289,541799.270948,209966.783087,542022.877746
G50K_R0024_C0143,송파구,1171010900,장지동,2.0,24,143,50000.0,5.0,4.0,0.8,14622.18,22768.0,14622.18,4.0,4.0,0.292444,4.0,0.8,14622.18,14622.18,0.292444,N,N,37.476569,127.126583,211084.817076,541799.270948,211308.423874,542022.877746
G50K_R0024_C0144,송파구,1171010900,장지동,1.0,24,144,50000.0,5.0,16.0,3.2,17080.25,17080.25,17080.25,6.0,6.0,0.341605,2.0,0.4,544.9,544.9,0.010898,N,N,37.476566,127.129111,211308.423874,541799.270948,211532.030671,542022.877746
G50K_R0024_C0145,송파구,1171010900,장지동,1.0,24,145,50000.0,5.0,4.0,0.8,11867.33,23459.510000000002,11867.33,3.0,3.0,0.237347,1.0,0.2,3272.82,3272.82,0.065456,N,N,37.476563,127.131639,211532.030671,541799.270948,211755.637469,542022.877746
G50K_R0025_C0086,서초구,1165010100,방배동,1.0,25,86,50000.0,5.0,67.0,13.4,63284.13,154461.25,63284.13,56.0,56.0,1.265683,36.0,7.2,19852.72,19852.72,0.397054,N,N,37.47865,126.982488,198339.229604,542022.877746,198562.836402,542246.484544
