그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,건축면적입력건물수,건축면적누락건물수,건축면적역추산건물수,건축면적산정불가건물수,연면적입력건물수,층수입력건물수,전체건물수_per_ha,전체건물연면적합계_m2,전체건축면적합계_m2,계산건축면적합계_m2,건축면적x층수_분자,건축면적x층수_밀도,전체건물입체화재하중_분자_원본,전체건물입체화재하중_분자,면적계산가능건물수,면적보정건물수,표제부보정건물수,전체건물_입체화재하중밀도,상가수,상가수_per_ha,숙박시설수,숙박시설수_per_ha,상가숙박_개수,상가숙박_개수_per_ha,상가연면적합계_m2,숙박연면적합계_m2,상가건축면적x층수_분자,상가건축면적x층수_밀도,숙박입체화재하중_분자,상가숙박_면적층수_분자,상가숙박_면적층수_밀도,상가입체화재하중_분자,상가_입체화재하중밀도,건물데이터_0여부,면적데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0033_C0089,서초구,1165010100,방배동,1.0,33,89,50000.0,5.0,104.0,68.0,36.0,29.0,7.0,97.0,104.0,20.8,71522.4343,18457.44,22486.043947,71522.4343,1.430449,121151.6143,71522.4343,97.0,97.0,0.0,1.430449,32.0,6.4,0.0,0.0,32.0,6.4,19347.07,0.0,19347.07,0.386941,0.0,19347.07,0.386941,19347.07,0.386941,N,N,37.494768,126.99007,199010.049997,543811.732128,199233.656795,544035.338926
G50K_R0033_C0090,서초구,1165010100,방배동,1.0,33,90,50000.0,5.0,58.0,39.0,19.0,12.0,7.0,51.0,58.0,11.6,116972.2235,63897.49,67420.102687,116972.2235,2.339444,250313.2385,116972.2235,51.0,51.0,0.0,2.339444,8.0,1.6,0.0,0.0,8.0,1.6,4965.7,0.0,4965.7,0.099314,0.0,4965.7,0.099314,4965.7,0.099314,N,N,37.494769,126.992598,199233.656795,543811.732128,199457.263593,544035.338926
G50K_R0033_C0091,서초구,1165010100,방배동,2.0,33,91,50000.0,5.0,48.0,28.0,20.0,14.0,6.0,42.0,48.0,9.6,87848.8,24974.18,28667.221944,87717.08,1.754342,190615.32,87717.08,42.0,41.0,0.0,1.754342,6.0,1.2,0.0,0.0,6.0,1.2,6302.86,0.0,6302.86,0.126057,0.0,6302.86,0.126057,6302.86,0.126057,N,N,37.494769,126.995127,199457.263593,543811.732128,199680.870391,544035.338926
G50K_R0033_C0092,서초구,1165010700,반포동,1.0,33,92,50000.0,5.0,41.0,24.0,17.0,10.0,7.0,34.0,41.0,8.2,73176.88,27639.75,33606.0215,73176.88,1.463538,163552.86,73176.88,34.0,34.0,0.0,1.463538,4.0,0.8,0.0,0.0,4.0,0.8,3081.47,0.0,3081.47,0.061629,0.0,3081.47,0.061629,3081.47,0.061629,N,N,37.494769,126.997656,199680.870391,543811.732128,199904.477188,544035.338926
G50K_R0033_C0093,서초구,1165010700,반포동,1.0,33,93,50000.0,5.0,107.0,98.0,9.0,6.0,3.0,104.0,107.0,21.4,84651.945,37895.24,38913.362667,84651.945,1.693039,194115.16,84651.945,104.0,104.0,0.0,1.693039,9.0,1.8,0.0,0.0,9.0,1.8,3547.63,0.0,3547.63,0.070953,0.0,3547.63,0.070953,3547.63,0.070953,N,N,37.494769,127.000184,199904.477188,543811.732128,200128.083986,544035.338926
G50K_R0033_C0094,서초구,1165010700,반포동,1.0,33,94,50000.0,5.0,26.0,19.0,7.0,3.0,4.0,22.0,26.0,5.2,23397.22,6875.2,8553.74,23397.22,0.467944,42797.66,23397.22,22.0,22.0,0.0,0.467944,1.0,0.2,0.0,0.0,1.0,0.2,236.51,0.0,236.51,0.00473,0.0,236.51,0.00473,236.51,0.00473,N,N,37.494769,127.002713,200128.083986,543811.732128,200351.690784,544035.338926
G50K_R0033_C0096,서초구,1165010800,서초동,1.0,33,96,50000.0,5.0,14.0,5.0,9.0,0.0,9.0,5.0,14.0,2.8,76388.55,63367.2,63367.2,76388.55,1.527771,1050153.5,76388.55,5.0,5.0,0.0,1.527771,3.0,0.6,0.0,0.0,3.0,0.6,67829.11,0.0,67829.11,1.356582,0.0,67829.11,1.356582,67829.11,1.356582,N,N,37.494769,127.00777,200575.297582,543811.732128,200798.904379,544035.338926
G50K_R0033_C0097,서초구,1165010800,서초동,1.0,33,97,50000.0,5.0,19.0,8.0,11.0,3.0,8.0,11.0,19.0,3.8,96898.59,111124.3,116544.488824,96898.59,1.937972,229309.71000000002,96898.59,11.0,11.0,0.0,1.937972,3.0,0.6,0.0,0.0,3.0,0.6,13075.75,0.0,13075.75,0.261515,0.0,13075.75,0.261515,13075.75,0.261515,N,N,37.494768,127.010298,200798.904379,543811.732128,201022.511177,544035.338926
G50K_R0033_C0098,서초구,1165010800,서초동,1.0,33,98,50000.0,5.0,63.0,40.0,23.0,10.0,13.0,50.0,63.0,12.6,114184.409,125774.7,127716.759833,114184.409,2.283688,304827.74,114184.409,50.0,50.0,0.0,2.283688,26.0,5.2,0.0,0.0,26.0,5.2,40543.48,0.0,40543.48,0.81087,0.0,40543.48,0.81087,40543.48,0.81087,N,N,37.494768,127.012827,201022.511177,543811.732128,201246.117975,544035.338926
G50K_R0033_C0099,서초구,1165010800,서초동,1.0,33,99,50000.0,5.0,55.0,34.0,21.0,14.0,7.0,48.0,55.0,11.0,157344.53,25354.4,27471.516389,157344.53,3.146891,283460.31,157344.53,48.0,48.0,0.0,3.146891,28.0,5.6,1.0,0.2,29.0,5.8,60888.54,10958.64,60888.54,1.217771,10958.64,71847.18,1.436944,60888.54,1.217771,N,N,37.494768,127.015356,201246.117975,543811.732128,201469.724773,544035.338926
G50K_R0033_C0100,서초구,1165010800,서초동,1.0,33,100,50000.0,5.0,62.0,36.0,26.0,17.0,9.0,53.0,62.0,12.4,118768.21,17705.9,21601.679306,118768.21,2.375364,207912.58,118768.21,53.0,53.0,0.0,2.375364,26.0,5.2,0.0,0.0,26.0,5.2,23347.75,0.0,23347.75,0.466955,0.0,23347.75,0.466955,23347.75,0.466955,N,N,37.494768,127.017884,201469.724773,543811.732128,201693.33157,544035.338926
G50K_R0033_C0101,서초구,1165010800,서초동,1.0,33,101,50000.0,5.0,44.0,36.0,8.0,6.0,2.0,42.0,44.0,8.8,115533.324,24619.1,25484.487143,115533.324,2.310666,288838.34,115533.324,42.0,42.0,0.0,2.310666,12.0,2.4,0.0,0.0,12.0,2.4,11244.26,0.0,11244.26,0.224885,0.0,11244.26,0.224885,11244.26,0.224885,N,N,37.494767,127.020413,201693.33157,543811.732128,201916.938368,544035.338926
G50K_R0033_C0102,서초구,1165010800,서초동,1.0,33,102,50000.0,5.0,32.0,2.0,30.0,3.0,27.0,5.0,32.0,6.4,23239.02,4228.1,7616.166667,23239.02,0.46478,39089.65,23239.02,5.0,5.0,0.0,0.46478,1.0,0.2,0.0,0.0,1.0,0.2,644.38,0.0,644.38,0.012888,0.0,644.38,0.012888,644.38,0.012888,N,N,37.494767,127.022941,201916.938368,543811.732128,202140.545166,544035.338926
G50K_R0033_C0103,서초구,1165010800,서초동,1.0,33,103,50000.0,5.0,26.0,3.0,23.0,3.0,20.0,6.0,26.0,5.2,71110.06,8072.6,11881.237257,71110.06,1.422201,92723.79,71110.06,6.0,6.0,0.0,1.422201,1.0,0.2,0.0,0.0,1.0,0.2,1640.74,0.0,1640.74,0.032815,0.0,1640.74,0.032815,1640.74,0.032815,N,N,37.494766,127.02547,202140.545166,543811.732128,202364.151964,544035.338926
G50K_R0033_C0104,서초구,1165010800,서초동,2.0,33,104,50000.0,5.0,39.0,26.0,13.0,3.0,10.0,29.0,39.0,7.8,298889.17,25111.4,26404.903634,298889.17,5.977783,522987.43,298889.17,29.0,29.0,0.0,5.977783,8.0,1.6,3.0,0.6,11.0,2.2,13693.39,5711.91,13693.39,0.273868,5711.91,19405.3,0.388106,13693.39,0.273868,N,N,37.494766,127.027999,202364.151964,543811.732128,202587.758761,544035.338926
G50K_R0033_C0105,강남구,1168010100,역삼동,1.0,33,105,50000.0,5.0,64.0,49.0,15.0,7.0,8.0,56.0,64.0,12.8,217399.07,35828.7,37371.389167,217399.07,4.347981,449337.21,217399.07,56.0,56.0,0.0,4.347981,31.0,6.2,3.0,0.6,34.0,6.8,40094.3,5999.72,40094.3,0.801886,5999.72,46094.02,0.92188,40094.3,0.801886,N,N,37.494765,127.030527,202587.758761,543811.732128,202811.365559,544035.338926
G50K_R0033_C0106,강남구,1168010100,역삼동,1.0,33,106,50000.0,5.0,110.0,73.0,37.0,28.0,9.0,101.0,110.0,22.0,96076.75,29775.91,32177.772,96076.75,1.921535,204332.46,96076.75,101.0,101.0,0.0,1.921535,39.0,7.8,2.0,0.4,41.0,8.2,21643.73,3356.33,21643.73,0.432875,3356.33,25000.06,0.500001,21643.73,0.432875,N,N,37.494764,127.033056,202811.365559,543811.732128,203034.972357,544035.338926
G50K_R0033_C0107,강남구,1168010100,역삼동,1.0,33,107,50000.0,5.0,119.0,98.0,21.0,14.0,7.0,112.0,119.0,23.8,91572.34,30334.04,31633.5265,91572.34,1.831447,184463.44,91572.34,112.0,112.0,0.0,1.831447,41.0,8.2,4.0,0.8,45.0,9.0,30698.63,3092.43,30698.63,0.613973,3092.43,33791.06,0.675821,30698.63,0.613973,N,N,37.494764,127.035584,203034.972357,543811.732128,203258.579155,544035.338926
G50K_R0033_C0108,강남구,1168010100,역삼동,1.0,33,108,50000.0,5.0,111.0,98.0,13.0,5.0,8.0,103.0,111.0,22.2,119041.75,37683.05,38326.43,119041.75,2.380835,262290.74,119041.75,103.0,103.0,0.0,2.380835,33.0,6.6,1.0,0.2,34.0,6.8,24137.18,318.42,24137.18,0.482744,318.42,24455.6,0.489112,24137.18,0.482744,N,N,37.494763,127.038113,203258.579155,543811.732128,203482.185952,544035.338926
G50K_R0033_C0109,강남구,1168010100,역삼동,1.0,33,109,50000.0,5.0,86.0,66.0,20.0,11.0,9.0,77.0,86.0,17.2,89330.3,28997.24,30500.353417,89330.3,1.786606,184694.19,89330.3,77.0,77.0,0.0,1.786606,17.0,3.4,0.0,0.0,17.0,3.4,11999.21,0.0,11999.21,0.239984,0.0,11999.21,0.239984,11999.21,0.239984,N,N,37.494762,127.040641,203482.185952,543811.732128,203705.79275,544035.338926
G50K_R0033_C0110,강남구,1168010100,역삼동,1.0,33,110,50000.0,5.0,131.0,118.0,13.0,11.0,2.0,129.0,131.0,26.2,75079.15,31164.22,31968.776667,75079.15,1.501583,149000.61,75079.15,129.0,129.0,0.0,1.501583,7.0,1.4,1.0,0.2,8.0,1.6,5454.67,507.46,5454.67,0.109093,507.46,5962.13,0.119243,5454.67,0.109093,N,N,37.494761,127.04317,203705.79275,543811.732128,203929.399548,544035.338926
G50K_R0033_C0111,강남구,1168010100,역삼동,1.0,33,111,50000.0,5.0,62.0,41.0,21.0,12.0,9.0,53.0,62.0,12.4,61312.44,16588.53,18999.9145,61312.44,1.226249,112544.98000000001,61312.44,53.0,53.0,0.0,1.226249,26.0,5.2,0.0,0.0,26.0,5.2,27507.21,0.0,27507.21,0.550144,0.0,27507.21,0.550144,27507.21,0.550144,N,N,37.49476,127.045699,203929.399548,543811.732128,204153.006346,544035.338926
G50K_R0033_C0114,강남구,1168010600,대치동,2.0,33,114,50000.0,5.0,23.0,3.0,20.0,13.0,7.0,16.0,23.0,4.6,164795.9318,5704.3,12174.044739,164795.9318,3.295919,183492.6783,164795.9318,16.0,16.0,0.0,3.295919,2.0,0.4,0.0,0.0,2.0,0.4,21203.4945,0.0,21203.4945,0.42407,0.0,21203.4945,0.42407,21203.4945,0.42407,N,N,37.494757,127.053284,204600.219941,543811.732128,204823.826739,544035.338926
G50K_R0033_C0115,강남구,1168010600,대치동,1.0,33,115,50000.0,5.0,15.0,1.0,14.0,9.0,5.0,10.0,15.0,3.0,121246.9,35925.9,42028.574628,121246.9,2.424938,277258.58,121246.9,10.0,10.0,0.0,2.424938,0.0,0.0,1.0,0.2,1.0,0.2,0.0,538.11,0.0,0.0,538.11,538.11,0.010762,0.0,0.0,N,N,37.494756,127.055813,204823.826739,543811.732128,205047.433537,544035.338926
G50K_R0033_C0116,강남구,1168010600,대치동,1.0,33,116,50000.0,5.0,10.0,3.0,7.0,3.0,4.0,6.0,10.0,2.0,7507.871,36733.2,36899.22,7507.871,0.150157,183832.02,7507.871,6.0,6.0,0.0,0.150157,1.0,0.2,0.0,0.0,1.0,0.2,1301.31,0.0,1301.31,0.026026,0.0,1301.31,0.026026,1301.31,0.026026,N,N,37.494754,127.058342,205047.433537,543811.732128,205271.040334,544035.338926
G50K_R0033_C0117,강남구,1168010600,대치동,1.0,33,117,50000.0,5.0,15.0,5.0,10.0,5.0,5.0,10.0,15.0,3.0,33487.34,5647.9,7718.857,33487.34,0.669747,60738.29,33487.34,10.0,10.0,0.0,0.669747,3.0,0.6,0.0,0.0,3.0,0.6,2738.72,0.0,2738.72,0.054774,0.0,2738.72,0.054774,2738.72,0.054774,N,N,37.494753,127.06087,205271.040334,543811.732128,205494.647132,544035.338926
G50K_R0033_C0118,강남구,1168010600,대치동,1.0,33,118,50000.0,5.0,22.0,5.0,17.0,2.0,15.0,7.0,22.0,4.4,87056.09,11152.1,18402.9975,87056.09,1.741122,141551.09,87056.09,7.0,7.0,0.0,1.741122,3.0,0.6,0.0,0.0,3.0,0.6,52578.02,0.0,52578.02,1.05156,0.0,52578.02,1.05156,52578.02,1.05156,N,N,37.494752,127.063399,205494.647132,543811.732128,205718.25393,544035.338926
G50K_R0033_C0119,강남구,1168010600,대치동,1.0,33,119,50000.0,5.0,19.0,0.0,19.0,6.0,13.0,6.0,19.0,3.8,55993.85,0.0,7068.983833,55993.85,1.119877,55993.850000000006,55993.85,6.0,6.0,0.0,1.119877,1.0,0.2,0.0,0.0,1.0,0.2,13674.2,0.0,13674.2,0.273484,0.0,13674.2,0.273484,13674.2,0.273484,N,N,37.49475,127.065927,205718.25393,543811.732128,205941.860728,544035.338926
G50K_R0033_C0124,강남구,1168010300,개포동,1.0,33,124,50000.0,5.0,21.0,6.0,15.0,2.0,13.0,8.0,21.0,4.2,140191.231,30823.6,31969.3525,140191.231,2.803825,364433.74,140191.231,8.0,8.0,0.0,2.803825,2.0,0.4,0.0,0.0,2.0,0.4,5079.24,0.0,5079.24,0.101585,0.0,5079.24,0.101585,5079.24,0.101585,N,N,37.494743,127.07857,206836.287919,543811.732128,207059.894716,544035.338926
G50K_R0033_C0125,강남구,1168011400,일원동,1.0,33,125,50000.0,5.0,29.0,6.0,23.0,10.0,13.0,16.0,29.0,5.8,7877.36,1838.0,2735.423333,7877.36,0.157547,12983.97,7877.36,16.0,16.0,0.0,0.157547,2.0,0.4,0.0,0.0,2.0,0.4,2294.2,0.0,2294.2,0.045884,0.0,2294.2,0.045884,2294.2,0.045884,N,N,37.494741,127.081099,207059.894716,543811.732128,207283.501514,544035.338926
G50K_R0033_C0126,강남구,1168011400,일원동,1.0,33,126,50000.0,5.0,104.0,40.0,64.0,58.0,6.0,98.0,104.0,20.8,36697.73,794081.8,799329.5,36697.73,0.733955,2411107.16,36697.73,98.0,98.0,0.0,0.733955,13.0,2.6,0.0,0.0,13.0,2.6,12136.38,0.0,12136.38,0.242728,0.0,12136.38,0.242728,12136.38,0.242728,N,N,37.494739,127.083627,207283.501514,543811.732128,207507.108312,544035.338926
G50K_R0033_C0127,강남구,1168011400,일원동,1.0,33,127,50000.0,5.0,84.0,36.0,48.0,44.0,4.0,80.0,84.0,16.8,31639.64,8033.88,12141.916905,31639.64,0.632793,50318.590000000004,31639.64,80.0,80.0,0.0,0.632793,10.0,2.0,0.0,0.0,10.0,2.0,10419.05,0.0,10419.05,0.208381,0.0,10419.05,0.208381,10419.05,0.208381,N,N,37.494737,127.086156,207507.108312,543811.732128,207730.71511,544035.338926
G50K_R0033_C0133,송파구,1171010700,가락동,1.0,33,133,50000.0,5.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,0.8,1271.68,13390.0,13920.45,1271.68,0.025434,14450.9,1271.68,2.0,2.0,0.0,0.025434,2.0,0.4,0.0,0.0,2.0,0.4,1271.68,0.0,1271.68,0.025434,0.0,1271.68,0.025434,1271.68,0.025434,N,N,37.494725,127.101327,208848.749098,543811.732128,209072.355896,544035.338926
G50K_R0033_C0139,송파구,1171010700,가락동,1.0,33,139,50000.0,5.0,19.0,8.0,11.0,5.0,6.0,13.0,19.0,3.8,24577.018,42643.8,43388.632,24577.018,0.49154,650382.86,24577.018,13.0,13.0,0.0,0.49154,11.0,2.2,0.0,0.0,11.0,2.2,7474.24,0.0,7474.24,0.149485,0.0,7474.24,0.149485,7474.24,0.149485,N,N,37.494711,127.116499,210190.389885,543811.732128,210413.996683,544035.338926
G50K_R0033_C0140,송파구,1171010700,가락동,1.0,33,140,50000.0,5.0,50.0,32.0,18.0,10.0,8.0,42.0,50.0,10.0,145020.057,21589.1,23980.893159,145020.057,2.900401,265751.982,145020.057,42.0,42.0,0.0,2.900401,25.0,5.0,1.0,0.2,26.0,5.2,27411.105,345.0,27411.105,0.548222,345.0,27756.105,0.555122,27411.105,0.548222,N,N,37.494709,127.119027,210413.996683,543811.732128,210637.60348,544035.338926
G50K_R0033_C0141,송파구,1171010700,가락동,1.0,33,141,50000.0,5.0,36.0,25.0,11.0,3.0,8.0,28.0,36.0,7.2,328413.011,33646.8,35348.835286,328413.011,6.56826,758105.76,328413.011,28.0,28.0,0.0,6.56826,8.0,1.6,1.0,0.2,9.0,1.8,4524.71,971.18,4524.71,0.090494,971.18,5495.89,0.109918,4524.71,0.090494,N,N,37.494706,127.121556,210637.60348,543811.732128,210861.210278,544035.338926
G50K_R0033_C0142,송파구,1171010700,가락동,1.0,33,142,50000.0,5.0,100.0,76.0,24.0,16.0,8.0,92.0,100.0,20.0,64283.76,23633.2,25632.603,64283.76,1.285675,135047.54,64283.76,92.0,92.0,0.0,1.285675,23.0,4.6,0.0,0.0,23.0,4.6,14981.19,0.0,14981.19,0.299624,0.0,14981.19,0.299624,14981.19,0.299624,N,N,37.494704,127.124085,210861.210278,543811.732128,211084.817076,544035.338926
G50K_R0033_C0143,송파구,1171010700,가락동,1.0,33,143,50000.0,5.0,112.0,88.0,24.0,20.0,4.0,108.0,112.0,22.4,134615.78,244876.15,246831.358667,134615.78,2.692316,5617581.82,134615.78,108.0,108.0,0.0,2.692316,12.0,2.4,0.0,0.0,12.0,2.4,6491.67,0.0,6491.67,0.129833,0.0,6491.67,0.129833,6491.67,0.129833,N,N,37.494701,127.126613,211084.817076,543811.732128,211308.423874,544035.338926
G50K_R0033_C0145,송파구,1171010700,가락동,1.0,33,145,50000.0,5.0,50.0,30.0,20.0,14.0,6.0,44.0,50.0,10.0,71564.7,12168.4,15798.213333,71564.7,1.431294,114155.01,71564.7,44.0,44.0,0.0,1.431294,21.0,4.2,0.0,0.0,21.0,4.2,16886.29,0.0,16886.29,0.337726,0.0,16886.29,0.337726,16886.29,0.337726,N,N,37.494695,127.13167,211532.030671,543811.732128,211755.637469,544035.338926
G50K_R0033_C0146,송파구,1171010700,가락동,1.0,33,146,50000.0,5.0,111.0,71.0,40.0,34.0,6.0,105.0,111.0,22.2,83998.9,20672.7,25654.773512,83998.9,1.679978,139855.73,83998.9,105.0,105.0,0.0,1.679978,39.0,7.8,1.0,0.2,40.0,8.0,30521.73,439.63,30521.73,0.610435,439.63,30961.36,0.619227,30521.73,0.610435,N,N,37.494693,127.134199,211755.637469,543811.732128,211979.244267,544035.338926
G50K_R0033_C0147,송파구,1171010700,가락동,1.0,33,147,50000.0,5.0,46.0,35.0,11.0,11.0,0.0,46.0,46.0,9.2,74243.514,9189.59,13647.226,74243.514,1.48487,102944.514,74243.514,46.0,46.0,0.0,1.48487,8.0,1.6,0.0,0.0,8.0,1.6,4403.84,0.0,4403.84,0.088077,0.0,4403.84,0.088077,4403.84,0.088077,N,N,37.49469,127.136727,211979.244267,543811.732128,212202.851065,544035.338926
G50K_R0033_C0148,송파구,1171011300,거여동,1.0,33,148,50000.0,5.0,10.0,3.0,7.0,2.0,5.0,5.0,10.0,2.0,3201.86,7470.5,7692.665,3201.86,0.064037,15482.74,3201.86,5.0,5.0,0.0,0.064037,2.0,0.4,0.0,0.0,2.0,0.4,1338.35,0.0,1338.35,0.026767,0.0,1338.35,0.026767,1338.35,0.026767,N,N,37.494687,127.139256,212202.851065,543811.732128,212426.457862,544035.338926
G50K_R0033_C0149,송파구,1171011300,거여동,1.0,33,149,50000.0,5.0,126.0,62.0,64.0,56.0,8.0,118.0,126.0,25.2,58090.5,18484.64,23271.1285,58090.5,1.16181,120624.48,58090.5,118.0,118.0,0.0,1.16181,36.0,7.2,0.0,0.0,36.0,7.2,23675.25,0.0,23675.25,0.473505,0.0,23675.25,0.473505,23675.25,0.473505,N,N,37.494684,127.141785,212426.457862,543811.732128,212650.06466,544035.338926
G50K_R0033_C0150,송파구,1171011300,거여동,1.0,33,150,50000.0,5.0,131.0,71.0,60.0,50.0,10.0,121.0,131.0,26.2,66573.05,23088.0,27395.170179,66573.05,1.331461,127759.82,66573.05,121.0,121.0,0.0,1.331461,42.0,8.4,2.0,0.4,44.0,8.8,31889.49,869.84,31889.49,0.63779,869.84,32759.33,0.655187,31889.49,0.63779,N,N,37.494681,127.144313,212650.06466,543811.732128,212873.671458,544035.338926
G50K_R0033_C0151,송파구,1171011300,거여동,1.0,33,151,50000.0,5.0,20.0,5.0,15.0,8.0,7.0,13.0,20.0,4.0,47259.03,1665.9,5941.083621,47259.03,0.945181,49878.46,47259.03,13.0,13.0,0.0,0.945181,7.0,1.4,0.0,0.0,7.0,1.4,2716.95,0.0,2716.95,0.054339,0.0,2716.95,0.054339,2716.95,0.054339,N,N,37.494678,127.146842,212873.671458,543811.732128,213097.278256,544035.338926
G50K_R0033_C0152,송파구,1171011400,마천동,2.0,33,152,50000.0,5.0,24.0,8.0,16.0,5.0,11.0,12.0,24.0,4.8,5764.43,1821.967,2253.287,5814.017,0.11628,9622.537,5814.017,13.0,12.0,0.0,0.11628,5.0,1.0,0.0,0.0,5.0,1.0,2743.52,0.0,2743.52,0.05487,0.0,2743.52,0.05487,2743.52,0.05487,N,N,37.494674,127.14937,213097.278256,543811.732128,213320.885053,544035.338926
G50K_R0033_C0153,송파구,1171011400,마천동,1.0,33,153,50000.0,5.0,118.0,56.0,62.0,41.0,21.0,96.0,118.0,23.6,58050.33,19902.3354,23198.210567,58093.3054,1.161866,137021.4754,58093.3054,97.0,96.0,0.0,1.161866,19.0,3.8,0.0,0.0,19.0,3.8,31237.63,0.0,31237.63,0.624753,0.0,31237.63,0.624753,31237.63,0.624753,N,N,37.494671,127.151899,213320.885053,543811.732128,213544.491851,544035.338926
G50K_R0033_C0154,송파구,1171011400,마천동,1.0,33,154,50000.0,5.0,234.0,121.0,113.0,87.0,26.0,203.0,234.0,46.8,68999.285,23313.3284,28435.886567,69452.1796,1.389044,199260.0534,69452.1796,208.0,203.0,0.0,1.389044,29.0,5.8,0.0,0.0,29.0,5.8,10068.58,0.0,10068.58,0.201372,0.0,10068.58,0.201372,10068.58,0.201372,N,N,37.494668,127.154427,213544.491851,543811.732128,213768.098649,544035.338926
G50K_R0033_C0155,송파구,1171011400,마천동,1.0,33,155,50000.0,5.0,169.0,88.0,81.0,68.0,13.0,152.0,169.0,33.8,41516.85,15174.8249,19685.455733,41673.5449,0.833471,68223.0949,41673.5449,156.0,152.0,0.0,0.833471,10.0,2.0,0.0,0.0,10.0,2.0,2925.07,0.0,2925.07,0.058501,0.0,2925.07,0.058501,2925.07,0.058501,N,N,37.494665,127.156956,213768.098649,543811.732128,213991.705447,544035.338926
G50K_R0034_C0051,영등포구,1156013300,대림동,1.0,34,51,50000.0,5.0,28.0,20.0,8.0,6.0,2.0,26.0,28.0,5.6,55422.08,2324.9,6131.223006,55422.08,1.108442,60281.659999999996,55422.08,26.0,26.0,0.0,1.108442,3.0,0.6,0.0,0.0,3.0,0.6,2764.72,0.0,2764.72,0.055294,0.0,2764.72,0.055294,2764.72,0.055294,N,N,37.496736,126.893981,190512.991683,544035.338926,190736.598481,544258.945723
G50K_R0034_C0052,영등포구,1156013300,대림동,1.0,34,52,50000.0,5.0,112.0,64.0,48.0,43.0,5.0,107.0,112.0,22.4,60507.2,49245.1,54867.095167,60507.2,1.210144,180960.18,60507.2,107.0,107.0,0.0,1.210144,33.0,6.6,0.0,0.0,33.0,6.6,20539.58,0.0,20539.58,0.410792,0.0,20539.58,0.410792,20539.58,0.410792,N,N,37.496738,126.896509,190736.598481,544035.338926,190960.205278,544258.945723
G50K_R0034_C0053,영등포구,1156013300,대림동,1.0,34,53,50000.0,5.0,109.0,49.0,60.0,43.0,17.0,92.0,109.0,21.8,57608.44,17345.64,22909.982333,57608.44,1.152169,106158.88,57608.44,92.0,92.0,0.0,1.152169,49.0,9.8,0.0,0.0,49.0,9.8,34856.7,0.0,34856.7,0.697134,0.0,34856.7,0.697134,34856.7,0.697134,N,N,37.49674,126.899038,190960.205278,544035.338926,191183.812076,544258.945723
G50K_R0034_C0054,영등포구,1156013300,대림동,1.0,34,54,50000.0,5.0,158.0,59.0,99.0,92.0,7.0,151.0,158.0,31.6,75333.48,9844.1,18211.261167,75333.48,1.50667,97179.8,75333.48,151.0,151.0,0.0,1.50667,21.0,4.2,0.0,0.0,21.0,4.2,10817.85,0.0,10817.85,0.216357,0.0,10817.85,0.216357,10817.85,0.216357,N,N,37.496743,126.901567,191183.812076,544035.338926,191407.418874,544258.945723
G50K_R0034_C0055,영등포구,1156013300,대림동,2.0,34,55,50000.0,5.0,257.0,75.0,182.0,139.0,43.0,214.0,257.0,51.4,52840.142,10420.33,19626.0969,52840.142,1.056803,71642.242,52840.142,214.0,214.0,0.0,1.056803,24.0,4.8,0.0,0.0,24.0,4.8,10648.322,0.0,10648.322,0.212966,0.0,10648.322,0.212966,10648.322,0.212966,N,N,37.496745,126.904095,191407.418874,544035.338926,191631.025672,544258.945723
G50K_R0034_C0056,영등포구,1156013300,대림동,2.0,34,56,50000.0,5.0,232.0,118.0,114.0,104.0,10.0,222.0,232.0,46.4,62342.37,24073.8,30362.242833,62342.37,1.246847,112086.54,62342.37,222.0,222.0,0.0,1.246847,33.0,6.6,3.0,0.6,36.0,7.2,18460.98,1068.86,18460.98,0.36922,1068.86,19529.84,0.390597,18460.98,0.36922,N,N,37.496747,126.906624,191631.025672,544035.338926,191854.632469,544258.945723
G50K_R0034_C0057,영등포구,1156013200,신길동,2.0,34,57,50000.0,5.0,61.0,15.0,46.0,42.0,4.0,57.0,61.0,12.2,62597.07,11912.55,17961.283768,62597.07,1.251941,96253.43,62597.07,57.0,57.0,0.0,1.251941,13.0,2.6,0.0,0.0,13.0,2.6,9021.83,0.0,9021.83,0.180437,0.0,9021.83,0.180437,9021.83,0.180437,N,N,37.496749,126.909153,191854.632469,544035.338926,192078.239267,544258.945723
G50K_R0034_C0058,영등포구,1156013200,신길동,1.0,34,58,50000.0,5.0,17.0,8.0,9.0,6.0,3.0,14.0,17.0,3.4,78321.41,52682.0,55352.562917,78321.41,1.566428,698702.48,78321.41,14.0,14.0,0.0,1.566428,6.0,1.2,2.0,0.4,8.0,1.6,7537.06,191.43,7537.06,0.150741,191.43,7728.49,0.15457,7537.06,0.150741,N,N,37.496751,126.911681,192078.239267,544035.338926,192301.846065,544258.945723
