그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,건축면적입력건물수,건축면적누락건물수,건축면적역추산건물수,건축면적산정불가건물수,연면적입력건물수,층수입력건물수,전체건물수_per_ha,전체건물연면적합계_m2,전체건축면적합계_m2,계산건축면적합계_m2,건축면적x층수_분자,건축면적x층수_밀도,전체건물입체화재하중_분자_원본,전체건물입체화재하중_분자,면적계산가능건물수,면적보정건물수,표제부보정건물수,전체건물_입체화재하중밀도,상가수,상가수_per_ha,숙박시설수,숙박시설수_per_ha,상가숙박_개수,상가숙박_개수_per_ha,상가연면적합계_m2,숙박연면적합계_m2,상가건축면적x층수_분자,상가건축면적x층수_밀도,숙박입체화재하중_분자,상가숙박_면적층수_분자,상가숙박_면적층수_밀도,상가입체화재하중_분자,상가_입체화재하중밀도,건물데이터_0여부,면적데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0067_C0113,성동구,1120012200,용답동,1.0,67,113,50000.0,5.0,138.0,62.0,76.0,67.0,9.0,129.0,138.0,27.6,24903.305,8863.11,12231.8225,24903.305,0.498066,42302.31,24903.305,129.0,129.0,0.0,0.498066,6.0,1.2,2.0,0.4,8.0,1.6,1687.86,198.37,1687.86,0.033757,198.37,1886.23,0.037725,1687.86,0.033757,N,N,37.563258,127.050802,204376.613143,551414.363251,204600.219941,551637.970049
G50K_R0067_C0114,성동구,1120012200,용답동,1.0,67,114,50000.0,5.0,301.0,215.0,86.0,73.0,13.0,288.0,301.0,60.2,60215.05,26184.92,30445.386667,60215.05,1.204301,106756.3,60215.05,288.0,288.0,0.0,1.204301,30.0,6.0,0.0,0.0,30.0,6.0,11375.67,0.0,11375.67,0.227513,0.0,11375.67,0.227513,11375.67,0.227513,N,N,37.563257,127.053333,204600.219941,551414.363251,204823.826739,551637.970049
G50K_R0067_C0115,성동구,1120012200,용답동,1.0,67,115,50000.0,5.0,122.0,70.0,52.0,35.0,17.0,105.0,122.0,24.4,42943.765,14050.22,15761.035,42943.765,0.858875,124471.45999999999,42943.765,105.0,105.0,0.0,0.858875,17.0,3.4,0.0,0.0,17.0,3.4,8125.11,0.0,8125.11,0.162502,0.0,8125.11,0.162502,8125.11,0.162502,N,N,37.563255,127.055864,204823.826739,551414.363251,205047.433537,551637.970049
G50K_R0067_C0116,성동구,1120012200,용답동,1.0,67,116,50000.0,5.0,5.0,3.0,2.0,1.0,1.0,4.0,5.0,1.0,25810.2,6630.2,6730.75,25810.2,0.516204,57078.0,25810.2,4.0,4.0,0.0,0.516204,3.0,0.6,0.0,0.0,3.0,0.6,1889.04,0.0,1889.04,0.037781,0.0,1889.04,0.037781,1889.04,0.037781,N,N,37.563254,127.058395,205047.433537,551414.363251,205271.040334,551637.970049
G50K_R0068_C0016,강서구,1150010900,방화동,1.0,68,16,50000.0,5.0,39.0,6.0,33.0,2.0,31.0,8.0,39.0,7.8,3155.49,1348093.73,1348182.03,3155.49,0.06311,2698837.97,3155.49,8.0,8.0,0.0,0.06311,3.0,0.6,1.0,0.2,4.0,0.8,1210.75,659.815,1210.75,0.024215,659.815,1870.565,0.037411,1210.75,0.024215,N,N,37.565123,126.8053,182686.753762,551637.970049,182910.360559,551861.576847
G50K_R0068_C0017,강서구,1150010900,방화동,1.0,68,17,50000.0,5.0,149.0,85.0,64.0,44.0,20.0,129.0,149.0,29.8,53826.75,42549.26,46153.886333,53826.75,1.076535,188870.69,53826.75,129.0,129.0,0.0,1.076535,20.0,4.0,0.0,0.0,20.0,4.0,8641.2,0.0,8641.2,0.172824,0.0,8641.2,0.172824,8641.2,0.172824,N,N,37.565127,126.807831,182910.360559,551637.970049,183133.967357,551861.576847
G50K_R0068_C0018,강서구,1150010900,방화동,2.0,68,18,50000.0,5.0,250.0,117.0,133.0,93.0,40.0,210.0,250.0,50.0,55883.98,25547.205,31602.440833,55883.98,1.11768,107920.71,55883.98,210.0,210.0,0.0,1.11768,46.0,9.2,3.0,0.6,49.0,9.8,24728.41,639.28,24728.41,0.494568,639.28,25367.69,0.507354,24728.41,0.494568,N,N,37.565131,126.810362,183133.967357,551637.970049,183357.574155,551861.576847
G50K_R0068_C0019,강서구,1150010900,방화동,2.0,68,19,50000.0,5.0,227.0,135.0,92.0,69.0,23.0,204.0,227.0,45.4,49243.775,35349.152,39366.257,49243.775,0.984876,123182.88,49243.775,204.0,204.0,0.0,0.984876,24.0,4.8,2.0,0.4,26.0,5.2,11612.7,979.8,11612.7,0.232254,979.8,12592.5,0.25185,11612.7,0.232254,N,N,37.565135,126.812893,183357.574155,551637.970049,183581.180953,551861.576847
G50K_R0068_C0020,강서구,1150010900,방화동,2.0,68,20,50000.0,5.0,216.0,126.0,90.0,69.0,21.0,195.0,216.0,43.2,38366.23,19700.484,23432.914,38366.23,0.767325,74467.658,38366.23,195.0,195.0,0.0,0.767325,15.0,3.0,3.0,0.6,18.0,3.6,3706.95,1386.03,3706.95,0.074139,1386.03,5092.98,0.10186,3706.95,0.074139,N,N,37.565139,126.815424,183581.180953,551637.970049,183804.78775,551861.576847
G50K_R0068_C0021,강서구,1150010500,마곡동,2.0,68,21,50000.0,5.0,20.0,3.0,17.0,2.0,15.0,5.0,20.0,4.0,3764.18,1290.48,1407.01,3764.18,0.075284,7859.41,3764.18,5.0,5.0,0.0,0.075284,4.0,0.8,0.0,0.0,4.0,0.8,3679.39,0.0,3679.39,0.073588,0.0,3679.39,0.073588,3679.39,0.073588,N,N,37.565143,126.817955,183804.78775,551637.970049,184028.394548,551861.576847
G50K_R0068_C0030,강서구,1150010200,등촌동,1.0,68,30,50000.0,5.0,19.0,5.0,14.0,5.0,9.0,10.0,19.0,3.8,62082.63,12015.4,13977.073125,62082.63,1.241653,105723.67,62082.63,10.0,10.0,0.0,1.241653,2.0,0.4,0.0,0.0,2.0,0.4,8805.28,0.0,8805.28,0.176106,0.0,8805.28,0.176106,8805.28,0.176106,N,N,37.565176,126.840734,185817.24893,551637.970049,186040.855728,551861.576847
G50K_R0068_C0032,강서구,1150010200,등촌동,1.0,68,32,50000.0,5.0,18.0,10.0,8.0,0.0,8.0,10.0,18.0,3.6,24218.73,99739.1,99739.1,24218.73,0.484375,648609.1,24218.73,10.0,10.0,0.0,0.484375,1.0,0.2,0.0,0.0,1.0,0.2,4593.67,0.0,4593.67,0.091873,0.0,4593.67,0.091873,4593.67,0.091873,N,N,37.565183,126.845796,186264.462526,551637.970049,186488.069323,551861.576847
G50K_R0068_C0033,강서구,1150010200,등촌동,1.0,68,33,50000.0,5.0,13.0,6.0,7.0,1.0,6.0,7.0,13.0,2.6,28974.23,20328.2,20619.95,28974.23,0.579485,112106.70000000001,28974.23,7.0,7.0,0.0,0.579485,4.0,0.8,0.0,0.0,4.0,0.8,3229.96,0.0,3229.96,0.064599,0.0,3229.96,0.064599,3229.96,0.064599,N,N,37.565186,126.848327,186488.069323,551637.970049,186711.676121,551861.576847
G50K_R0068_C0034,강서구,1150010400,가양동,1.0,68,34,50000.0,5.0,18.0,11.0,7.0,0.0,7.0,11.0,18.0,3.6,123141.77,356807.86,356807.86,123141.77,2.462835,4993534.86,123141.77,11.0,11.0,0.0,2.462835,2.0,0.4,0.0,0.0,2.0,0.4,45115.88,0.0,45115.88,0.902318,0.0,45115.88,0.902318,45115.88,0.902318,N,N,37.565189,126.850858,186711.676121,551637.970049,186935.282919,551861.576847
G50K_R0068_C0035,강서구,1150010400,가양동,1.0,68,35,50000.0,5.0,18.0,13.0,5.0,1.0,4.0,14.0,18.0,3.6,111978.08,536133.76,536567.39125,111978.08,2.239562,7053770.74,111978.08,14.0,14.0,0.0,2.239562,1.0,0.2,0.0,0.0,1.0,0.2,599.73,0.0,599.73,0.011995,0.0,599.73,0.011995,599.73,0.011995,N,N,37.565192,126.853388,186935.282919,551637.970049,187158.889717,551861.576847
G50K_R0068_C0053,마포구,1144012500,성산동,1.0,68,53,50000.0,5.0,11.0,2.0,9.0,1.0,8.0,3.0,11.0,2.2,17525.885,34981.0,34990.0,17525.885,0.350518,69971.0,17525.885,3.0,3.0,0.0,0.350518,2.0,0.4,0.0,0.0,2.0,0.4,17181.945,0.0,17181.945,0.343639,0.0,17181.945,0.343639,17181.945,0.343639,N,N,37.56524,126.898946,190960.205278,551637.970049,191183.812076,551861.576847
G50K_R0068_C0054,마포구,1144012500,성산동,1.0,68,54,50000.0,5.0,29.0,9.0,20.0,4.0,16.0,13.0,29.0,5.8,107692.14,103262.6,105853.831458,107692.14,2.153843,412502.11,107692.14,13.0,13.0,0.0,2.153843,1.0,0.2,0.0,0.0,1.0,0.2,1702.96,0.0,1702.96,0.034059,0.0,1702.96,0.034059,1702.96,0.034059,N,N,37.565242,126.901477,191183.812076,551637.970049,191407.418874,551861.576847
G50K_R0068_C0055,마포구,1144012500,성산동,1.0,68,55,50000.0,5.0,58.0,22.0,36.0,11.0,25.0,33.0,58.0,11.6,194905.7629,23182.52,30938.447333,194905.7629,3.898115,400835.13,194905.7629,33.0,33.0,0.0,3.898115,4.0,0.8,0.0,0.0,4.0,0.8,1674.56,0.0,1674.56,0.033491,0.0,1674.56,0.033491,1674.56,0.033491,N,N,37.565244,126.904008,191407.418874,551637.970049,191631.025672,551861.576847
G50K_R0068_C0056,마포구,1144012500,성산동,1.0,68,56,50000.0,5.0,94.0,61.0,33.0,27.0,6.0,88.0,94.0,18.8,49467.2,12254.25,15248.358772,49467.2,0.989344,79675.21,49467.2,88.0,88.0,0.0,0.989344,2.0,0.4,2.0,0.4,4.0,0.8,1121.58,313.75,1121.58,0.022432,313.75,1435.33,0.028707,1121.58,0.022432,N,N,37.565246,126.906539,191631.025672,551637.970049,191854.632469,551861.576847
G50K_R0068_C0057,마포구,1144012500,성산동,1.0,68,57,50000.0,5.0,78.0,49.0,29.0,25.0,4.0,74.0,78.0,15.6,44776.54,14993.9,16827.4225,44776.54,0.895531,119385.70999999999,44776.54,74.0,74.0,0.0,0.895531,2.0,0.4,1.0,0.2,3.0,0.6,808.81,270.94,808.81,0.016176,270.94,1079.75,0.021595,808.81,0.016176,N,N,37.565248,126.90907,191854.632469,551637.970049,192078.239267,551861.576847
G50K_R0068_C0058,마포구,1144012500,성산동,2.0,68,58,50000.0,5.0,39.0,29.0,10.0,4.0,6.0,33.0,39.0,7.8,41791.89,13746.7,14103.9,41791.89,0.835838,98447.72,41791.89,33.0,33.0,0.0,0.835838,16.0,3.2,1.0,0.2,17.0,3.4,21138.5,138.75,21138.5,0.42277,138.75,21277.25,0.425545,21138.5,0.42277,N,N,37.56525,126.911601,192078.239267,551637.970049,192301.846065,551861.576847
G50K_R0068_C0059,마포구,1144012500,성산동,1.0,68,59,50000.0,5.0,119.0,81.0,38.0,36.0,2.0,117.0,119.0,23.8,54552.01,20103.82,23169.816333,54552.01,1.09104,107512.4,54552.01,117.0,117.0,0.0,1.09104,11.0,2.2,0.0,0.0,11.0,2.2,6450.76,0.0,6450.76,0.129015,0.0,6450.76,0.129015,6450.76,0.129015,N,N,37.565252,126.914131,192301.846065,551637.970049,192525.452863,551861.576847
G50K_R0068_C0060,마포구,1144012400,연남동,2.0,68,60,50000.0,5.0,228.0,122.0,106.0,101.0,5.0,223.0,228.0,45.6,61173.9,23072.33,29697.7445,61173.9,1.223478,121012.86,61173.9,223.0,223.0,0.0,1.223478,22.0,4.4,0.0,0.0,22.0,4.4,4952.39,0.0,4952.39,0.099048,0.0,4952.39,0.099048,4952.39,0.099048,N,N,37.565254,126.916662,192525.452863,551637.970049,192749.05966,551861.576847
G50K_R0068_C0061,마포구,1144012400,연남동,1.0,68,61,50000.0,5.0,108.0,51.0,57.0,48.0,9.0,99.0,108.0,21.6,50012.31,13205.4,17822.757333,50012.31,1.000246,92666.35,50012.31,99.0,99.0,0.0,1.000246,17.0,3.4,0.0,0.0,17.0,3.4,5961.43,0.0,5961.43,0.119229,0.0,5961.43,0.119229,5961.43,0.119229,N,N,37.565256,126.919193,192749.05966,551637.970049,192972.666458,551861.576847
G50K_R0068_C0062,마포구,1144012400,연남동,1.0,68,62,50000.0,5.0,182.0,109.0,73.0,62.0,11.0,169.0,182.0,36.4,50196.53,19220.1,23188.210333,50166.05,1.003321,96292.42,50166.05,171.0,168.0,0.0,1.003321,59.0,11.8,0.0,0.0,59.0,11.8,14456.18,0.0,14456.18,0.289124,0.0,14456.18,0.289124,14456.18,0.289124,N,N,37.565257,126.921724,192972.666458,551637.970049,193196.273256,551861.576847
G50K_R0068_C0063,마포구,1144012400,연남동,1.0,68,63,50000.0,5.0,145.0,94.0,51.0,50.0,1.0,144.0,145.0,29.0,43654.59,16108.38,19962.045667,43654.59,0.873092,83792.59,43654.59,144.0,144.0,0.0,0.873092,59.0,11.8,0.0,0.0,59.0,11.8,18029.8,0.0,18029.8,0.360596,0.0,18029.8,0.360596,18029.8,0.360596,N,N,37.565259,126.924255,193196.273256,551637.970049,193419.880054,551861.576847
G50K_R0068_C0064,마포구,1144012400,연남동,1.0,68,64,50000.0,5.0,28.0,11.0,17.0,17.0,0.0,28.0,28.0,5.6,6363.22,1750.64,2819.901667,6363.22,0.127264,10599.44,6363.22,28.0,28.0,0.0,0.127264,1.0,0.2,0.0,0.0,1.0,0.2,263.36,0.0,263.36,0.005267,0.0,263.36,0.005267,263.36,0.005267,N,N,37.565261,126.926786,193419.880054,551637.970049,193643.486851,551861.576847
G50K_R0068_C0080,중구,1114016900,의주로1가,1.0,68,80,50000.0,5.0,30.0,7.0,23.0,0.0,23.0,7.0,30.0,6.0,102718.13,10372.28,10372.28,102718.13,2.054363,211089.0,102718.13,7.0,7.0,0.0,2.054363,1.0,0.2,0.0,0.0,1.0,0.2,42.98,0.0,42.98,0.00086,0.0,42.98,0.00086,42.98,0.00086,N,N,37.565279,126.967282,196997.588818,551637.970049,197221.195615,551861.576847
G50K_R0068_C0081,중구,1114016800,순화동,1.0,68,81,50000.0,5.0,20.0,11.0,9.0,3.0,6.0,14.0,20.0,4.0,32058.13,319014.1,320325.55625,32058.13,0.641163,1088502.9400000002,32058.13,14.0,14.0,0.0,0.641163,2.0,0.4,0.0,0.0,2.0,0.4,610.12,0.0,610.12,0.012202,0.0,610.12,0.012202,610.12,0.012202,N,N,37.56528,126.969813,197221.195615,551637.970049,197444.802413,551861.576847
G50K_R0068_C0082,중구,1114016700,정동,1.0,68,82,50000.0,5.0,38.0,13.0,25.0,8.0,17.0,21.0,38.0,7.6,58976.83,34785.57,38245.482883,58976.83,1.179537,139821.26,58976.83,21.0,21.0,0.0,1.179537,6.0,1.2,0.0,0.0,6.0,1.2,2605.41,0.0,2605.41,0.052108,0.0,2605.41,0.052108,2605.41,0.052108,N,N,37.56528,126.972344,197444.802413,551637.970049,197668.409211,551861.576847
G50K_R0068_C0083,중구,1114010300,태평로1가,2.0,68,83,50000.0,5.0,18.0,13.0,5.0,1.0,4.0,14.0,18.0,3.6,44383.79,688318.7,688327.86,44383.79,0.887676,1756982.86,44383.79,14.0,14.0,0.0,0.887676,1.0,0.2,2.0,0.4,3.0,0.6,4402.15,63793.24,4402.15,0.088043,63793.24,68195.39,1.363908,4402.15,0.088043,N,N,37.565281,126.974875,197668.409211,551637.970049,197892.016009,551861.576847
G50K_R0068_C0084,중구,1114011400,태평로2가,3.0,68,84,50000.0,5.0,16.0,7.0,9.0,4.0,5.0,11.0,16.0,3.2,54148.55,185763.3,187312.713867,54148.55,1.082971,367988.62,54148.55,11.0,11.0,0.0,1.082971,5.0,1.0,3.0,0.6,8.0,1.6,3520.49,12864.21,3520.49,0.07041,12864.21,16384.7,0.327694,3520.49,0.07041,N,N,37.565281,126.977406,197892.016009,551637.970049,198115.622806,551861.576847
G50K_R0068_C0085,중구,1114010200,다동,1.0,68,85,50000.0,5.0,16.0,5.0,11.0,3.0,8.0,8.0,16.0,3.2,240324.48,15952.9,28305.08425,240324.48,4.80649,431430.93,240324.48,8.0,8.0,0.0,4.80649,0.0,0.0,1.0,0.2,1.0,0.2,0.0,6313.74,0.0,0.0,6313.74,6313.74,0.126275,0.0,0.0,N,N,37.565282,126.979937,198115.622806,551637.970049,198339.229604,551861.576847
G50K_R0068_C0086,중구,1114010500,을지로2가,4.0,68,86,50000.0,5.0,27.0,11.0,16.0,11.0,5.0,22.0,27.0,5.4,145851.64,5835.41,12374.287119,145851.64,2.917033,176451.2,145851.64,22.0,22.0,0.0,2.917033,16.0,3.2,1.0,0.2,17.0,3.4,115349.33,3577.65,115349.33,2.306987,3577.65,118926.98,2.37854,115349.33,2.306987,N,N,37.565282,126.982468,198339.229604,551637.970049,198562.836402,551861.576847
G50K_R0068_C0087,중구,1114010500,을지로2가,3.0,68,87,50000.0,5.0,59.0,27.0,32.0,21.0,11.0,48.0,59.0,11.8,241993.514,33796.08,35514.721857,241993.514,4.83987,635555.8,241993.514,48.0,48.0,0.0,4.83987,33.0,6.6,3.0,0.6,36.0,7.2,13434.52,5197.57,13434.52,0.26869,5197.57,18632.09,0.372642,13434.52,0.26869,N,N,37.565282,126.984998,198562.836402,551637.970049,198786.4432,551861.576847
G50K_R0068_C0088,중구,1114013100,저동1가,4.0,68,88,50000.0,5.0,61.0,17.0,44.0,7.0,37.0,24.0,61.0,12.2,44954.13,15000.23,15498.3325,44954.13,0.899083,127413.8,44954.13,24.0,24.0,0.0,0.899083,16.0,3.2,4.0,0.8,20.0,4.0,6303.31,6670.81,6303.31,0.126066,6670.81,12974.12,0.259482,6303.31,0.126066,N,N,37.565283,126.987529,198786.4432,551637.970049,199010.049997,551861.576847
G50K_R0068_C0089,중구,1114016100,저동2가,4.0,68,89,50000.0,5.0,143.0,27.0,116.0,80.0,36.0,107.0,143.0,28.6,111302.65,19295.43,27624.115136,111302.65,2.226053,228765.97,111302.65,107.0,107.0,0.0,2.226053,83.0,16.6,3.0,0.6,86.0,17.2,23099.99,9592.36,23099.99,0.462,9592.36,32692.35,0.653847,23099.99,0.462,N,N,37.565283,126.99006,199010.049997,551637.970049,199233.656795,551861.576847
G50K_R0068_C0090,중구,1114015500,을지로3가,5.0,68,90,50000.0,5.0,180.0,47.0,133.0,103.0,30.0,150.0,180.0,36.0,104630.04,17781.52,28128.397444,104630.04,2.092601,186151.84,104630.04,150.0,150.0,0.0,2.092601,107.0,21.4,2.0,0.4,109.0,21.8,33395.13,42315.2856,33395.13,0.667903,42315.2856,75710.4156,1.514208,33395.13,0.667903,N,N,37.565283,126.992591,199233.656795,551637.970049,199457.263593,551861.576847
G50K_R0068_C0091,중구,1114016000,인현동1가,6.0,68,91,50000.0,5.0,232.0,46.0,186.0,139.0,47.0,185.0,232.0,46.4,104091.04,16038.96,26859.642929,104024.83,2.080497,183885.06,104024.83,185.0,184.0,0.0,2.080497,115.0,23.0,4.0,0.8,119.0,23.8,30143.11,52308.0112,30076.9,0.601538,52308.0112,82384.9112,1.647698,30076.9,0.601538,N,N,37.565283,126.995122,199457.263593,551637.970049,199680.870391,551861.576847
G50K_R0068_C0092,중구,1114013500,예관동,5.0,68,92,50000.0,5.0,126.0,22.0,104.0,65.0,39.0,87.0,126.0,25.2,28708.06,15593.85,20313.390119,28701.32,0.574026,98116.39,28701.32,87.0,86.0,0.0,0.574026,52.0,10.4,10.0,2.0,62.0,12.4,8884.84,7381.75,8878.1,0.177562,7381.75,16259.85,0.325197,8878.1,0.177562,N,N,37.565283,126.997653,199680.870391,551637.970049,199904.477188,551861.576847
G50K_R0068_C0093,중구,1114015400,오장동,4.0,68,93,50000.0,5.0,169.0,49.0,120.0,84.0,36.0,133.0,169.0,33.8,71911.26,17345.12,24215.445548,71811.53,1.436231,107706.33,71811.53,133.0,132.0,0.0,1.436231,98.0,19.6,2.0,0.4,100.0,20.0,54443.46,14637.64,54443.46,1.088869,14637.64,69081.1,1.381622,54443.46,1.088869,N,N,37.565283,127.000184,199904.477188,551637.970049,200128.083986,551861.576847
G50K_R0068_C0094,중구,1114014500,광희동1가,4.0,68,94,50000.0,5.0,177.0,55.0,122.0,87.0,35.0,142.0,177.0,35.4,85557.89,16614.395,23277.37969,85434.15,1.708683,143959.465,85434.15,142.0,141.0,0.0,1.708683,88.0,17.6,0.0,0.0,88.0,17.6,23351.4,0.0,23227.66,0.464553,0.0,23227.66,0.464553,23227.66,0.464553,N,N,37.565283,127.002715,200128.083986,551637.970049,200351.690784,551861.576847
G50K_R0068_C0095,중구,1114014500,광희동1가,3.0,68,95,50000.0,5.0,231.0,69.0,162.0,123.0,39.0,192.0,231.0,46.2,110046.95,18144.68,26600.661167,110046.95,2.200939,196582.75,110046.95,192.0,192.0,0.0,2.200939,108.0,21.6,1.0,0.2,109.0,21.8,27000.89,1248.85,27000.89,0.540018,1248.85,28249.74,0.564995,27000.89,0.540018,N,N,37.565283,127.005246,200351.690784,551637.970049,200575.297582,551861.576847
G50K_R0068_C0096,중구,1114014500,광희동1가,4.0,68,96,50000.0,5.0,117.0,37.0,80.0,45.0,35.0,82.0,117.0,23.4,96834.11,13092.39,15602.627381,96834.11,1.936682,175878.68,96834.11,82.0,82.0,0.0,1.936682,55.0,11.0,3.0,0.6,58.0,11.6,83595.19,173844.82,83595.19,1.671904,173844.82,257440.01,5.1488,83595.19,1.671904,N,N,37.565283,127.007777,200575.297582,551637.970049,200798.904379,551861.576847
G50K_R0068_C0097,중구,1114014900,을지로7가,3.0,68,97,50000.0,5.0,124.0,34.0,90.0,52.0,38.0,86.0,124.0,24.8,29545.74,5389.6,8870.090167,29545.74,0.590915,48002.72,29545.74,86.0,86.0,0.0,0.590915,56.0,11.2,2.0,0.4,58.0,11.6,13767.68,51997.88,13767.68,0.275354,51997.88,65765.56,1.315311,13767.68,0.275354,N,N,37.565283,127.010308,200798.904379,551637.970049,201022.511177,551861.576847
G50K_R0068_C0098,중구,1114016200,신당동,1.0,68,98,50000.0,5.0,228.0,52.0,176.0,111.0,65.0,163.0,228.0,45.6,65526.9,66721.395,74297.6125,65456.24,1.309125,228031.92,65456.24,163.0,162.0,0.0,1.309125,56.0,11.2,0.0,0.0,56.0,11.2,19622.81,0.0,19552.15,0.391043,0.0,19552.15,0.391043,19552.15,0.391043,N,N,37.565283,127.012839,201022.511177,551637.970049,201246.117975,551861.576847
G50K_R0068_C0099,중구,1114016200,신당동,3.0,68,99,50000.0,5.0,120.0,31.0,89.0,57.0,32.0,88.0,120.0,24.0,98368.55,20515.06,24247.701436,98368.55,1.967371,195732.76,98368.55,88.0,88.0,0.0,1.967371,41.0,8.2,0.0,0.0,41.0,8.2,21129.9,0.0,21129.9,0.422598,0.0,21129.9,0.422598,21129.9,0.422598,N,N,37.565282,127.01537,201246.117975,551637.970049,201469.724773,551861.576847
G50K_R0068_C0100,중구,1114016200,신당동,3.0,68,100,50000.0,5.0,213.0,73.0,140.0,91.0,49.0,164.0,213.0,42.6,60316.14,12794.1411,21419.935767,60316.14,1.206323,90407.4517,60316.14,164.0,164.0,0.0,1.206323,104.0,20.8,1.0,0.2,105.0,21.0,32575.53,218.98,32575.53,0.651511,218.98,32794.51,0.65589,32575.53,0.651511,N,N,37.565282,127.017901,201469.724773,551637.970049,201693.33157,551861.576847
G50K_R0068_C0101,중구,1114016200,신당동,2.0,68,101,50000.0,5.0,245.0,94.0,151.0,98.0,53.0,192.0,245.0,49.0,55741.56,15853.2604,22657.650233,55741.56,1.114831,89808.6608,55741.56,192.0,192.0,0.0,1.114831,113.0,22.6,7.0,1.4,120.0,24.0,36733.12,2029.0,36733.12,0.734662,2029.0,38762.12,0.775242,36733.12,0.734662,N,N,37.565282,127.020432,201693.33157,551637.970049,201916.938368,551861.576847
G50K_R0068_C0102,중구,1114016200,신당동,2.0,68,102,50000.0,5.0,134.0,45.0,89.0,23.0,66.0,68.0,134.0,26.8,132222.659,17361.05,19411.482,132215.589,2.644312,276063.42,132215.589,68.0,67.0,0.0,2.644312,36.0,7.2,0.0,0.0,36.0,7.2,19211.65,0.0,19204.58,0.384092,0.0,19204.58,0.384092,19204.58,0.384092,N,N,37.565281,127.022963,201916.938368,551637.970049,202140.545166,551861.576847
G50K_R0068_C0103,중구,1114016200,신당동,3.0,68,103,50000.0,5.0,153.0,33.0,120.0,23.0,97.0,56.0,153.0,30.6,32000.43,16695.8667,17851.718367,32000.43,0.640009,126269.41669999999,32000.43,56.0,56.0,0.0,0.640009,10.0,2.0,0.0,0.0,10.0,2.0,2289.74,0.0,2289.74,0.045795,0.0,2289.74,0.045795,2289.74,0.045795,N,N,37.565281,127.025494,202140.545166,551637.970049,202364.151964,551861.576847
G50K_R0068_C0104,성동구,1120010200,하왕십리동,1.0,68,104,50000.0,5.0,138.0,28.0,110.0,16.0,94.0,44.0,138.0,27.6,33565.26,6691.5,7429.086667,33565.26,0.671305,64043.06,33565.26,44.0,44.0,0.0,0.671305,13.0,2.6,0.0,0.0,13.0,2.6,4000.81,0.0,4000.81,0.080016,0.0,4000.81,0.080016,4000.81,0.080016,N,N,37.56528,127.028025,202364.151964,551637.970049,202587.758761,551861.576847
G50K_R0068_C0105,성동구,1120010400,도선동,2.0,68,105,50000.0,5.0,223.0,60.0,163.0,57.0,106.0,116.0,223.0,44.6,41036.15,14669.18,18022.716667,41118.85,0.822377,76727.7,41118.85,117.0,116.0,0.0,0.822377,43.0,8.6,0.0,0.0,43.0,8.6,14694.29,0.0,14776.99,0.29554,0.0,14776.99,0.29554,14776.99,0.29554,N,N,37.565279,127.030556,202587.758761,551637.970049,202811.365559,551861.576847
G50K_R0068_C0106,성동구,1120010300,홍익동,2.0,68,106,50000.0,5.0,235.0,155.0,80.0,44.0,36.0,199.0,235.0,47.0,81541.62,31609.63,35255.605833,81541.62,1.630832,163521.53,81541.62,199.0,199.0,0.0,1.630832,58.0,11.6,0.0,0.0,58.0,11.6,30363.5,0.0,30363.5,0.60727,0.0,30363.5,0.60727,30363.5,0.60727,N,N,37.565279,127.033087,202811.365559,551637.970049,203034.972357,551861.576847
G50K_R0068_C0107,성동구,1120010300,홍익동,4.0,68,107,50000.0,5.0,164.0,77.0,87.0,42.0,45.0,119.0,164.0,32.8,106431.33,24157.44,28338.286196,106431.33,2.128627,373454.21,106431.33,119.0,118.0,0.0,2.128627,55.0,11.0,0.0,0.0,55.0,11.0,14531.06,0.0,14531.06,0.290621,0.0,14531.06,0.290621,14531.06,0.290621,N,N,37.565278,127.035618,203034.972357,551637.970049,203258.579155,551861.576847
G50K_R0068_C0108,성동구,1120010700,행당동,2.0,68,108,50000.0,5.0,100.0,29.0,71.0,30.0,41.0,59.0,100.0,20.0,51406.74,31621.62,33754.0583,51406.74,1.028135,447026.92000000004,51406.74,59.0,59.0,0.0,1.028135,7.0,1.4,0.0,0.0,7.0,1.4,3665.11,0.0,3665.11,0.073302,0.0,3665.11,0.073302,3665.11,0.073302,N,N,37.565277,127.038149,203258.579155,551637.970049,203482.185952,551861.576847
G50K_R0068_C0109,성동구,1120010500,마장동,1.0,68,109,50000.0,5.0,55.0,21.0,34.0,17.0,17.0,38.0,55.0,11.0,65379.983,89225.53,92048.652167,65379.983,1.3076,1285131.7400000002,65379.983,38.0,38.0,0.0,1.3076,14.0,2.8,0.0,0.0,14.0,2.8,9099.86,0.0,9099.86,0.181997,0.0,9099.86,0.181997,9099.86,0.181997,N,N,37.565276,127.04068,203482.185952,551637.970049,203705.79275,551861.576847
