gu_key,dong_key,gu_label,fallback_score,fallback_n,gwr_model_score,gwr_n,mgwr_model_score,mgwr_n,gwr_score_filled,mgwr_score_filled,gwr_filled_from_final,mgwr_filled_from_final
Yeongdeungpo-gu,신길동,영등포구,35.35444341603174,63.0,34.66471490962963,27.0,37.1969400620366,10.0,34.66471490962963,37.1969400620366,False,False
Yeongdeungpo-gu,양평동,영등포구,,,,,37.03515168566998,3.0,,37.03515168566998,False,False
Yeongdeungpo-gu,당산동,영등포구,32.34087669,1.0,,,37.769955888165335,2.0,32.34087669,37.769955888165335,True,False
Seongbuk-gu,보문동4가,성북구,,,,,,,,,False,False
Seongbuk-gu,동선동3가,성북구,,,,,,,,,False,False
Yongsan-gu,용산동6가,용산구,,,,,,,,,False,False
Seodaemun-gu,현저동,서대문구,,,,,,,,,False,False
Seongbuk-gu,보문동2가,성북구,,,,,,,,,False,False
Seodaemun-gu,옥천동,서대문구,,,,,,,,,False,False
Seongbuk-gu,보문동3가,성북구,,,,,,,,,False,False
Seongbuk-gu,성북동1가,성북구,,,,,,,,,False,False
Seongbuk-gu,안암동3가,성북구,,,,,,,,,False,False
Seongbuk-gu,동선동2가,성북구,,,,,,,,,False,False
Mapo-gu,구수동,마포구,31.84433256,1.0,,,,,31.84433256,31.84433256,True,True
Songpa-gu,송파동,송파구,32.014357492258064,31.0,29.65148223625,16.0,31.827495713018568,5.0,29.65148223625,31.827495713018568,False,False
Seocho-gu,염곡동,서초구,,,,,,,,,False,False
Jung-gu,인현동2가,중구,,,,,,,,,False,False
Gangdong-gu,길동,강동구,,,,,,,,,False,False
Gangdong-gu,성내동,강동구,,,,,,,,,False,False
Seongbuk-gu,동소문동1가,성북구,,,,,,,,,False,False
Seongdong-gu,행당동,성동구,31.203957674999998,20.0,30.676228069,10.0,25.31248616549767,3.0,30.676228069,25.31248616549767,False,False
Songpa-gu,문정동,송파구,25.141706315555556,9.0,25.22582715375,8.0,,,25.22582715375,25.141706315555556,False,True
Mapo-gu,망원동,마포구,38.363030581785715,84.0,37.85197023653061,49.0,38.98640039219901,7.0,37.85197023653061,38.98640039219901,False,False
Seongdong-gu,옥수동,성동구,35.448848416666664,3.0,34.913033175,2.0,,,34.913033175,35.448848416666664,False,True
Seongdong-gu,마장동,성동구,34.434788925,6.0,35.804653439999996,4.0,,,35.804653439999996,34.434788925,False,True
Seongbuk-gu,동소문동3가,성북구,,,,,,,,,False,False
Seongbuk-gu,보문동1가,성북구,,,,,,,,,False,False
Yeongdeungpo-gu,도림동,영등포구,37.55408909125,8.0,37.4213219275,4.0,42.39111442299311,1.0,37.4213219275,42.39111442299311,False,False
Yongsan-gu,청파동2가,용산구,,,,,,,,,False,False
Yongsan-gu,원효로4가,용산구,31.40927108,1.0,,,,,31.40927108,31.40927108,True,True
Yeongdeungpo-gu,영등포동,영등포구,40.95167695833333,6.0,40.772368449999995,3.0,33.68187593410773,10.0,40.772368449999995,33.68187593410773,False,False
Yongsan-gu,효창동,용산구,33.293523958,5.0,34.44815724,3.0,36.32274355291237,1.0,34.44815724,36.32274355291237,False,False
Yongsan-gu,후암동,용산구,36.61079925174603,63.0,34.136588314,20.0,32.52750369730762,5.0,34.136588314,32.52750369730762,False,False
Mapo-gu,합정동,마포구,35.45752209444445,81.0,35.060240523750004,40.0,43.465836225411515,7.0,35.060240523750004,43.465836225411515,False,False
Yongsan-gu,이태원동,용산구,33.04099160796875,128.0,33.69442173253521,71.0,36.743904112999495,6.0,33.69442173253521,36.743904112999495,False,False
Yongsan-gu,한강로3가,용산구,34.927924677142855,14.0,31.620370266,10.0,,,31.620370266,34.927924677142855,False,True
Seongdong-gu,금호동1가,성동구,,,,,,,,,False,False
Seongbuk-gu,보문동5가,성북구,,,,,,,,,False,False
Seongdong-gu,성수동2가,성동구,,,,,,,,,False,False
Songpa-gu,오금동,송파구,29.687226746,5.0,,,,,29.687226746,29.687226746,True,True
Songpa-gu,거여동,송파구,33.234723450000004,5.0,36.12207753,1.0,,,36.12207753,33.234723450000004,False,True
Seongbuk-gu,석관동,성북구,,,,,,,,,False,False
Mapo-gu,신정동,마포구,,,,,,,,,False,False
Yangcheon-gu,신월동,양천구,,,,,,,,,False,False
Yongsan-gu,이촌동,용산구,33.66467802625,8.0,26.286848046666666,3.0,,,26.286848046666666,33.66467802625,False,True
Yongsan-gu,보광동,용산구,38.485843700000004,15.0,40.22695078416667,12.0,37.36896081313104,1.0,40.22695078416667,37.36896081313104,False,False
Yongsan-gu,한남동,용산구,39.683353498500004,20.0,38.740989899999995,11.0,42.90365613589169,3.0,38.740989899999995,42.90365613589169,False,False
Mapo-gu,노고산동,마포구,32.648994018550724,69.0,30.484551654482757,29.0,26.445776782121694,4.0,30.484551654482757,26.445776782121694,False,False
Yeongdeungpo-gu,양평동3가,영등포구,,,,,,,,,False,False
Yongsan-gu,청파동1가,용산구,,,,,,,,,False,False
Yongsan-gu,한강로2가,용산구,37.86200913,2.0,,,,,37.86200913,37.86200913,True,True
Yongsan-gu,용산동2가,용산구,45.210486704999994,2.0,,,,,45.210486704999994,45.210486704999994,True,True
Yongsan-gu,청파동3가,용산구,,,,,,,,,False,False
Seongdong-gu,용답동,성동구,38.419914418888894,9.0,41.03349877,4.0,,,41.03349877,38.419914418888894,False,True
Seongdong-gu,사근동,성동구,38.062955085,2.0,43.40244994,1.0,,,43.40244994,38.062955085,False,True
Seongbuk-gu,길음동,성북구,,,,,,,,,False,False
Seongdong-gu,금호동2가,성동구,,,,,,,,,False,False
Songpa-gu,방이동,송파구,35.571352867592594,54.0,33.432675661666664,24.0,39.81600110756786,8.0,33.432675661666664,39.81600110756786,False,False
Gwangjin-gu,광장동,광진구,,,,,,,,,False,False
Songpa-gu,가락동,송파구,27.15455334375,8.0,32.07023142,4.0,,,32.07023142,27.15455334375,False,True
Yeongdeungpo-gu,양평동6가,영등포구,,,,,,,,,False,False
Mapo-gu,동교동,마포구,32.306245466250004,136.0,30.94101983508772,57.0,33.33941381581261,17.0,30.94101983508772,33.33941381581261,False,False
Seongbuk-gu,삼선동4가,성북구,,,,,,,,,False,False
Yongsan-gu,원효로3가,용산구,28.7628569225,4.0,28.854269645,2.0,,,28.854269645,28.7628569225,False,True
Yongsan-gu,동빙고동,용산구,25.450804048,5.0,22.747904495,2.0,,,22.747904495,25.450804048,False,True
Seongbuk-gu,보문동7가,성북구,,,,,,,,,False,False
Seongbuk-gu,동선동4가,성북구,,,,,,,,,False,False
Seongbuk-gu,동선동5가,성북구,,,,,,,,,False,False
Seongbuk-gu,보문동6가,성북구,,,,,,,,,False,False
Songpa-gu,풍납동,송파구,30.224426205,8.0,26.64227889,3.0,30.592498873619395,1.0,26.64227889,30.592498873619395,False,False
Songpa-gu,잠실동,송파구,31.958438556530613,49.0,29.27393600473684,19.0,34.73463785941009,8.0,29.27393600473684,34.73463785941009,False,False
Seongbuk-gu,동소문동6가,성북구,,,,,,,,,False,False
Seongbuk-gu,동소문동7가,성북구,,,,,,,,,False,False
Seongdong-gu,금호동3가,성동구,,,,,,,,,False,False
Seongbuk-gu,장위동,성북구,,,,,,,,,False,False
Yeongdeungpo-gu,양화동,영등포구,,,,,,,,,False,False
Yongsan-gu,남영동,용산구,34.14937295666667,9.0,35.3017107875,4.0,16.151347125225687,1.0,35.3017107875,16.151347125225687,False,False
Yangcheon-gu,신정동,양천구,,,,,,,,,False,False
Yangcheon-gu,목동,양천구,,,,,,,,,False,False
Songpa-gu,삼전동,송파구,33.282663291739134,23.0,35.87249308545454,11.0,35.97400546313003,3.0,35.87249308545454,35.97400546313003,False,False
Yeongdeungpo-gu,문래동5가,영등포구,,,,,,,,,False,False
Seongbuk-gu,동소문동2가,성북구,,,,,,,,,False,False
Mapo-gu,마포동,마포구,27.97143219,2.0,,,,,27.97143219,27.97143219,True,True
Seodaemun-gu,합동,서대문구,,,,,,,,,False,False
Seodaemun-gu,미근동,서대문구,,,,,,,,,False,False
Seocho-gu,잠원동,서초구,28.702532558571427,7.0,24.525322732,5.0,33.6679229829494,1.0,24.525322732,33.6679229829494,False,False
Yongsan-gu,한강로1가,용산구,34.087436276666665,6.0,43.133589025000006,2.0,,,43.133589025000006,34.087436276666665,False,True
Yeongdeungpo-gu,당산동4가,영등포구,,,,,,,,,False,False
Gwangjin-gu,화양동,광진구,,,,,,,,,False,False
Seongdong-gu,홍익동,성동구,39.381403695,4.0,38.859559106666666,3.0,,,38.859559106666666,39.381403695,False,True
Mapo-gu,신수동,마포구,30.653750692142857,14.0,32.79553328857143,7.0,34.890294938877645,2.0,32.79553328857143,34.890294938877645,False,False
Seodaemun-gu,영천동,서대문구,,,,,,,,,False,False
Seongbuk-gu,동소문동5가,성북구,,,,,,,,,False,False
Mapo-gu,용강동,마포구,25.9022702675,4.0,24.436011906666664,3.0,,,24.436011906666664,25.9022702675,False,True
Yeongdeungpo-gu,당산동2가,영등포구,,,,,,,,,False,False
Seongbuk-gu,삼선동5가,성북구,,,,,,,,,False,False
Seongbuk-gu,삼선동3가,성북구,,,,,,,,,False,False
Seongbuk-gu,동소문동4가,성북구,,,,,,,,,False,False
Seongdong-gu,도선동,성동구,32.325835553000005,30.0,28.729723659999998,15.0,33.12060970388899,7.0,28.729723659999998,33.12060970388899,False,False
Yongsan-gu,동자동,용산구,36.746448721,30.0,38.62135464466667,15.0,37.97724092341126,7.0,38.62135464466667,37.97724092341126,False,False
Yongsan-gu,용문동,용산구,33.17331401,5.0,34.604721293333334,3.0,,,34.604721293333334,33.17331401,False,True
Seongbuk-gu,삼선동1가,성북구,,,,,,,,,False,False
Yeongdeungpo-gu,당산동5가,영등포구,,,,,,,,,False,False
Yeongdeungpo-gu,당산동3가,영등포구,,,,,,,,,False,False
Yongsan-gu,신창동,용산구,31.15370284,1.0,31.15370284,1.0,,,31.15370284,31.15370284,False,True
Yeongdeungpo-gu,당산동6가,영등포구,,,,,,,,,False,False
Yeongdeungpo-gu,영등포동1가,영등포구,,,,,,,,,False,False
Songpa-gu,석촌동,송파구,32.35571155046512,43.0,32.72998852789474,19.0,37.12734360998736,5.0,32.72998852789474,37.12734360998736,False,False
Seongbuk-gu,안암동1가,성북구,,,,,,,,,False,False
Seongbuk-gu,안암동2가,성북구,,,,,,,,,False,False
Yeongdeungpo-gu,문래동4가,영등포구,,,,,,,,,False,False
Yeongdeungpo-gu,양평동2가,영등포구,,,,,,,,,False,False
Yeongdeungpo-gu,문래동2가,영등포구,,,,,,,,,False,False
Yeongdeungpo-gu,영등포동3가,영등포구,,,,,,,,,False,False
Seongdong-gu,상왕십리동,성동구,,,,,,,,,False,False
Seongbuk-gu,상월곡동,성북구,,,,,,,,,False,False
Seongbuk-gu,안암동5가,성북구,,,,,,,,,False,False
Seongdong-gu,금호동4가,성동구,,,,,,,,,False,False
Yongsan-gu,갈월동,용산구,37.759888784761905,21.0,30.202661626153844,13.0,41.20973387051451,4.0,30.202661626153844,41.20973387051451,False,False
Yeongdeungpo-gu,영등포동6가,영등포구,,,,,,,,,False,False
Seocho-gu,내곡동,서초구,,,,,,,,,False,False
Seodaemun-gu,북아현동,서대문구,,,,,,,,,False,False
Seongbuk-gu,하월곡동,성북구,,,,,,,,,False,False
Seongdong-gu,성수동1가,성동구,,,,,,,,,False,False
Yeongdeungpo-gu,영등포동7가,영등포구,,,,,,,,,False,False
Gwangjin-gu,자양동,광진구,,,,,,,,,False,False
Seongbuk-gu,성북동,성북구,,,,,,,,,False,False
Yongsan-gu,용산동1가,용산구,,,,,,,,,False,False
Yongsan-gu,도원동,용산구,,,,,,,,,False,False
Yongsan-gu,산천동,용산구,36.76682325,1.0,,,,,36.76682325,36.76682325,True,True
Yongsan-gu,원효로2가,용산구,31.347742068571428,7.0,27.26759681,4.0,,,27.26759681,31.347742068571428,False,True
Yeongdeungpo-gu,문래동6가,영등포구,,,,,,,,,False,False
Yongsan-gu,청암동,용산구,,,,,,,,,False,False
Yeongdeungpo-gu,영등포동2가,영등포구,,,,,,,,,False,False
Yeongdeungpo-gu,문래동3가,영등포구,,,,,,,,,False,False
Yongsan-gu,서계동,용산구,38.29253698013158,76.0,37.71556978512196,41.0,40.30953374767669,12.0,37.71556978512196,40.30953374767669,False,False
Yeongdeungpo-gu,영등포동8가,영등포구,,,,,,,,,False,False
Seongbuk-gu,삼선동2가,성북구,,,,,,,,,False,False
Songpa-gu,신천동,송파구,24.618379672499998,4.0,22.07869221,3.0,,,22.07869221,24.618379672499998,False,True
Yeongdeungpo-gu,영등포동4가,영등포구,,,,,,,,,False,False
Yongsan-gu,용산동5가,용산구,,,,,,,,,False,False
Yeongdeungpo-gu,양평동5가,영등포구,,,,,,,,,False,False
Yeongdeungpo-gu,당산동1가,영등포구,,,,,,,,,False,False
Yeongdeungpo-gu,대림동,영등포구,29.614572402,20.0,27.86387499,4.0,39.98825309871519,1.0,27.86387499,39.98825309871519,False,False
Seongbuk-gu,동선동1가,성북구,,,,,,,,,False,False
Yeongdeungpo-gu,양평동1가,영등포구,,,,,,,,,False,False
Yongsan-gu,용산동3가,용산구,,,,,,,,,False,False
Yeongdeungpo-gu,문래동1가,영등포구,,,,,,,,,False,False
Yeongdeungpo-gu,여의도동,영등포구,28.096138284545454,11.0,29.93735385857143,7.0,,,29.93735385857143,28.096138284545454,False,True
Yeongdeungpo-gu,양평동4가,영등포구,,,,,,,,,False,False
Yeongdeungpo-gu,영등포동5가,영등포구,,,,,,,,,False,False
Seongdong-gu,응봉동,성동구,43.36138544,3.0,47.4611473,1.0,47.993156683146445,1.0,47.4611473,47.993156683146445,False,False
Songpa-gu,마천동,송파구,34.719015139999996,2.0,34.719015139999996,2.0,,,34.719015139999996,34.719015139999996,False,True
Seongdong-gu,송정동,성동구,29.972300788181823,11.0,29.735368183333332,6.0,25.077918322475256,1.0,29.735368183333332,25.077918322475256,False,False
Yongsan-gu,신계동,용산구,,,,,,,,,False,False
Yongsan-gu,서빙고동,용산구,34.994351,1.0,,,,,34.994351,34.994351,True,True
Yongsan-gu,주성동,용산구,,,,,,,,,False,False
Yongsan-gu,문배동,용산구,24.096635544999998,2.0,25.20935344,1.0,,,25.20935344,24.096635544999998,False,True
Yongsan-gu,용산동4가,용산구,,,,,,,,,False,False
Yongsan-gu,원효로1가,용산구,37.843742195,4.0,34.23150802,1.0,33.22860270659787,1.0,34.23150802,33.22860270659787,False,False
